DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
669	Tetracycline	2_검수(1차)	Kills bacteria and treats acne.	세균 감염 및 여드름을 치료합니다.	Acnecycline (Tetracycline) treats many different types of infections and is cheap, but dosing and drug interactions may be somewhat of a hassle.	***은 다양한 종류의 세균 감염을 치료하는데 효과적이지만, 복용 방법과 약물상호작용 때문에 복용이 번거로울 수 있습니다.	['Effectively treats a wide range of conditions and is used for many different types of infections.', 'Effective for acne.', 'Cheap.', "Good choice for people on kidney dialysis who need an antibiotic. Tetracycline isn't removed by dialysis, so the dose doesn't need to be changed."]	다양한 종류의 세균 감염을 치료하는데 효과적 입니다. 여드름에 효과적입니다. 항생제가 필요한 신장 투석환자에게 좋습니다. ***의 성분인 테트라사이클린은 투석을 통해 제거되지 않으므로 용량을 변경할 필요가 없습니다.	["For most infections you'll need to take it 4 times a day (or every 6 hours).", 'It needs to be spaced out from food, milk, vitamins, and some medications.', 'Can cause tongue darkening, heartburn, nausea, vomiting, and diarrhea.', "Tetracycline makes your skin more sensitive to the sun and ultraviolet light. Wear sunblock and protective clothing, and don't go tanning.", "Interacts with birth control and makes it less effective. Use a backup form of birth control if you don't want to get pregnant.", 'Not a good choice for children ages 8 and under. Tetracycline can cause permanent staining of teeth in babies and young children.']	대부분의 감염의 경우 하루에 4번(6시간 마다) 복용해야합니다.음식, 우유, 비타민, 일부 약물과 간격을 두고 복용해야합니다.혀 착색, 속쓰림, 메스꺼움, 구토, 설사를 일으킬 수 있습니다.***은 피부를 햇빛과 자외선에 더 민감하게 만듭니다. 따라서 선크림을 바르거나 긴팔 옷을 입고 선탠을 피하는 것이 좋습니다. 피임약의 효과를 떨어뜨릴수 있습니다. 따라서 피임을 위해 콘돔과 같은 피임기구를 사용해야합니다. 12세 미만 어린이에게 추천되지 않습니다. ***은 어린이 치아의 영구적 착색을 유발 할 수 있습니다.	Acnecycline (Tetracycline) is an antibiotic. It prevents bacteria from growing, reproducing, and repairing themselves. It also changes your immune system response (immunomodulating effect), which helps treat skin conditions.	***은 항생제입니다. 세균이 성장 및 번식하는것을 억제할 뿐만 아니라 면역계 반응을 변화시켜(면역 조절효과) 피부 질환을 치료합니다.	["You might feel better after a few doses, but you'll need to take all the medicine that was prescribed. Not taking all your medicine can cause the bacteria to get stronger and Tetracycline not to work when you need it again in the future.", "It doesn't fight viral infections, so it won't work for the common cold.", 'Can make your skin more sensitive to the sun. Use sunblock or cover up.', 'Take your dose at least 1 hour before or 2 hours after meals, milk, or multivitamins with minerals.', "Take your dose with a full glass of water and don't lay down right after taking it to prevent throat irritation.", 'Can cause nausea, vomiting, belly cramping, and diarrhea.']	
670	Theobromine	2_검수(1차)		기침을 완화시켜줍니다.		비염과 기관지염에 의한 기침 증상을 완화하는데 효과적이지만, 복용 중 커피나 녹차 등 카페인이 많이 든 음식을 섭취하면 구토, 메스꺼움 등의 부작용이 나타날 수 있습니다.		비염에 의한 후비루(콧물이 목구멍으로 넘어가는 증상), 만성기관지염에 의한 기침 완화에 효과적 입니다.		커피, 녹차, 코코아 등 카페인이 많이 든 음료를 마시면 메스꺼움, 구토 등의 부작용이 나타날 수 있으므로 피하는 것이 좋습니다.약을 복용해도 심한 기침이 2주 이상 지속될 경우 의사의 진료를 받아야 합니다.		기관지의 수축을 억제해 기침 증상을 완화시켜줍니다.		
671	Thioridazine	2_검수(1차)	Treats schizophrenia.	조현병 치료제입니다.	Taking Mellaril (thioridazine) is one of many options to treat schizophrenia if other medicines haven't worked, but there are some side effects which can be dangerous.	다른 조현병 약물들의 효과가 없을 경우에 ***을 복용합니다. 위험한 부작용이 일어날 수 있습니다.	['Available in generic.', 'Compared to other similar medicines, Mellaril (thioridazine) is less likely to cause problems controlling your movements.']	다른 유사한 약물과 비교했을때 ***은 움직임과 관련된 문제를 덜 일으킵니다.	["Mellaril (thioridazine) is only recommended for schizophrenia if other medicines haven't worked because the side effects can be very dangerous.", 'You have to take Mellaril (thioridazine) numerous times a day which can make it hard to remember.', "Mellaril (thioridazine) can interfere with your heartbeat, so your doctor might have you do annual tests with your heart to make sure it's healthy."]	***의 부작용이 매우 위험할 수 있기 때문에 , 다른 조현병 약물의 효과가 없을때만 사용합니다.***을 하루에 여러번 복용해야 하기 때문에 복용을 잊어버릴 수 있습니다.***이 심장박동에 영향을 줄 수 있기때문에 매년 심기능에 대한 검사를 받아야 할 수 있습니다.	Mellaril (thioridazine) is a typical antipsychotic that lowers levels of dopamine in the brain. In schizophrenia, it's believed the brain produces too much dopamine.	***은 전형적인 항정신병약으로써 뇌의 도파민 수치를 줄여 조현병을 개선해 줍니다.	["Don't stop taking Mellaril (thioridazine) suddenly without talking to your doctor, even if you start to feel well.", 'You can take Mellaril (thioridazine) with or without food. Take it with food if you get an upset stomach.', "If you've missed a dose of Mellaril (thioridazine), take it as soon as you remember. But if it's time for your next dose, just take your normal amount and don't take extra medicine to make up for the missed dose.", "Don't drive or do anything requiring concentration until you know how Mellaril (thioridazine) affects you.", "Don't drink alcohol while taking Mellaril (thioridazine)."]	
672	Thiothixene	2_검수(1차)	Treats schizophrenia.	조현병을 치료합니다.	Navane (thiothixene) isn't a first choice for treating schizophrenia because of the side effects, but it is cheaper than other medicines.	심각한 부작용 때문에 조현병에 1차 치료제로 쓰이지는 않습니다.	['Navane (thiothixene) is available in generic.', 'Navane (thiothixene) is less likely to make you sleepy.']	다른 유사약제와 비교하여 졸음을 덜 유발합니다.	['Side effects include weight gain and high blood sugar.', 'Navane (thiothixene) can cause low blood pressure, which can cause fainting or falls if you’re not careful.', 'Smoking tobacco can make Navane (thiothixene) work poorly.']	부작용으로 체중이 증가하거나 혈당이 높아질 수 있습니다.혈압을 낮출수 있기 때문에 쓰러지거나 넘어질 수 있습니다. ***의 복용 기간 동안 흡연할 경우 효과가 떨어질 수 있습니다.	Navane (thiothixene) is a typical antipsychotic. It works by lowering levels of dopamine in the brain. It's believed that schizophrenia might be caused by the brain being too sensitive to changes in dopamine.	***은 정형 항정신병약입니다. 뇌의 도파민 수치를 줄여줌으로써, 도파민 변화에 너무 민감하여 생기는 것으로 알려진 조현병을 치료해줍니다.	["Don't drive or do anything requiring concentration until you know how Navane (thiothixene) affects you.", "You might not notice any changes in your behavior until you've taken Navane (thiothixene) for at least 4 weeks.", "Navane (thiothixene) can cause low blood pressure. Be very careful getting up if you've been sitting or lying down for a while since you can feel faint.", "Navane (thiothixene) can make it hard to control your body temperature. Be careful exercising, especially in the heat, and dress warmly if it's cold.", "Take Navane (thiothixene) with food so you don't get an upset stomach.", "Don't drink alcohol while taking Navane (thiothixene)."]	
673	Tiagabine	2_검수(1차)	Used with other medicines to control seizures.	다른 약물과 병용하여 발작을 조절합니다.	Gabitril (tiagabine) is good when used with other medicines to control your seizures.	***은 다른 약물과 병용하여 효과적으로 발작을 조절합니다.	['Gabitril (tiagabine) is a good medicine to take along with your other medicines to control seizures.', 'Gabitril (tiagabine) comes in different strengths, so your dose can be customized to what controls your seizures best.']	***은 다른 약물과 병용하여 효과적으로 발작을 조절합니다. 다양한 용량이 있습니다.	['Gabitril (tiagabine) is only available as a brand name, so your copay might be more expensive than other medicines.', 'You have to raise the dose of Gabitril (tiagabine) slowly over a 6 week period since your body takes time to adjust to the medicine.', 'Gabitril (tiagabine) is only approved for people age 12 or older.']	몸이 약물에 적용하는데 시간이 걸리기 때문에 *** 용량을 천천히 6주에 걸쳐 늘려야합니다. 만 12세 이상에 승인되었습니다.	Gabitril (tiagabine) is a GABA (neurotransmitter) reuptake inhibitor. It raises the amount of GABA in the brain, which stops seizures from happening.	***은 가바(GABA; 신경전달물질) 재흡수 억제제입니다. 뇌의 가바 양을 증가시켜 발작을 멈춰줍니다.	['Take Gabitril (tiagabine) with food to avoid stomach upset.', 'Stopping Gabitril (tiagabine) suddenly can cause your seizures to come back. Talk to your doctor if you want to stop taking it.', "If you forget to take your regular Gabitril (tiagabine) on schedule, don't take 2 doses the next time. Talk to your doctor if you've missed several doses.", "Your doctor will give you a schedule on how to take Gabitril (tiagabine) over several weeks. Don't take more than the scheduled dose without talking to your doctor."]	
674	Tibolone			여성의 폐경 후 여성호르몬 부족에 의한 증상(안면홍조, 두근거림 등)을 완화시키고 골절을 예방합니다.		폐경 이후의 증상을 완화시켣주는 합성 여성호르몬 제제로 1일 1정만 복용하면 되지만, 매일 같은 시간에 복용해야 하며 다양한 부작용이 생길 수 있습니다.		하루에 1정만 복용하면 됩니다.고령자에게도 동일 용량을 투여할 수 있습니다.		발진, 발적, 가려움증 등이 생기면 전문가와 상의해야 합니다.복용 초기 질출혈이 생길 수 있고, 하복부통, 체모증가, 유방통증, 생식기 분비물 증가, 체중 증가 등의 부작용이 생길 수 있습니다.혈전 발생률이 증가하므로 장기간 움직이지 못할 경우 의사와 복용 중단을 상의하는 것을 권장합니다.매일 동일한 시간에 복용합니다.		***는 합성 여성호르몬 제제로 체내에서 에스트로겐, 프로게스테론과 비슷한 활성을 띄며, 약한 안드로겐성 활성도 나타냅니다.		
675	Tiotropium	2_검수(1차)	Makes it easier to breathe.	호흡을 편하게 만들어줍니다.	Spiriva (Tiotropium) works well to reduce COPD symptoms and flare-ups with fewer side effects than some medicines that open airways, but you have to use it every day.	***은 COPD(만성폐쇄성폐질환)과 천식의 증상 및 발작을 완화시키는데 효과적입니다. 다른 약보다 부작용이 적지만 매일 사용해야합니다.	['Helps you breathe easier and lessens the need for a fast-acting (rescue) inhaler.', 'Reduces flare-ups and hospitalizations with fewer side effects compared to some other medicines that open airways.', 'You only need to take it once a day.']	호흡을 편하게 만들어 주며 속효성 흡입제 사용을 줄여줍니다. 발적이나 입원률을 줄여주며, 기도를 열어주는 다른 약들에 비해 부작용이 적습니다. 하루에 한 번만 복용하면 됩니다.	["Won't cure your COPD (but it will relieve your symptoms).", "You'll need to use this medicine for a long time, and you have to take it every day.", 'Can make symptoms of enlarged prostate or urinary blockage worse.', 'Can worsen a certain type of glaucoma.', 'You might feel dizzy or have blurry vision while taking this medicine.']	COPD를 치료할 수 없으며 증상만 완화시켜줍니다. 장기간, 매일 사용해야 합니다. 전립선 비대증이나 요로 폐쇄 증상을 악화시킬 수 있습니다. 특정한 종류의 녹내장을 악화시킬 수 있습니다. 이 약을 복용하는 동안 어지럽거나 시야가 흐릿해질 수 있습니다.	Spiriva (Tiotropium) is a bronchodilator. It relaxes muscles in your lungs to open your airways and make breathing easier.	기관지 확장제로 폐의 근율을 이완시켜 기도를 열어 호흡을 편하게 만들어줍니다.	["Don't swallow the capsule. Insert the capsule into an inhaler device only.", 'Use daily to control your COPD.', 'Starts working the first few hours, but it may take longer to feel full effects.', "Prevents breathing problems, but doesn't stop sudden cough or wheezing once they start.", "Don't breathe out into the inhaler.", 'You might feel dizzy and notice changes in your vision.', "Don't use it if you have an allergy to atropine.", "Contains lactose, so don't use it if you're allergic to milk protein."]	
676	Tipranavir	2_검수(1차)	Treats HIV infection.	HIV 감염을 치료합니다.	Aptivus (tipranavir) is not the first-choice treatment for HIV because it can cause more side effects and drug interactions than similar alternatives.	***은 다른 비슷한 약들보다 부작용과 약물상호작용을 더 많이 일으키기 때문에 HIV 치료에 1차로 사용되지 않습니다.	['Aptivus (tipranavir) comes in liquid form if you have trouble swallowing pills.', 'Children as young as 2 years old can use Aptivus (tipranavir) safely and effectively.']	알약(정제)을 삼키는 것이 어렵다면 액상제제를 사용할 수 있습니다. 2세 어린이도 안전하고 효과적으로 사용할 수 있습니다.	['Aptivus (tipranavir) can cause high cholesterol and high blood sugars.', "Aptivus (tipranavir) isn't a good option if you have a sulfa allergy.", 'Use barrier contraceptives, like condoms, when taking Aptivus (tipranavir) because it can make birth control pills less effective.', 'Aptivus (tipranavir) should always be taken with Norvir (ritonavir) to be effective.']	***은 고콜레스테롤혈증과 고혈당을 일으킬 수 있습니다. 설파 알레르기가 있다면 추천되지 않습니다. ***은 피임약의 효과를 떨어뜨릴수 있기때문에, ***을 복용하는 동안 콘돔등의 피임기구를 사용해야 합니다. ***은 ritonavir와 함께 복용해야 효과적입니다.	Aptivus (tipranavir) is a protease inhibitor. It treats HIV infections by preventing the virus from multiplying.	***은 프로테아제 억제제입니다. 바이러스의 증식을 막아 HIV 감염을 치료합니다.	['This drug must be combined with another drug called Norvir or ritonavir.', 'Store the capsules in the fridge. After opening, store at room temperature.', 'Throw away unused medicines 60 days after opening.', 'Use other types of birth control like a condom because Aptivus (tipranavir) can make birth control pills less effective.']	
677	Tiropramide	2_검수(1차)		담석증, 장염 등에 의한 경련 및 통증을 줄여줍니다.		다양한 원인의 복부통증에 도움이 되지만, 장기복용은 추천되지 않습니다.		다양한 원인에 의한 복통을 줄여주는데 효과가 있습니다.임산부 및 고령자도 복약이 가능하지만 주의가 필요합니다.		녹내장 및 전립선비대증 환자의 경우 질환에 영향을 줄 수 있기 때문에 복용을 피해야 합니다.혈압을 낮춰주는 약을 복용하고 있을 경우 ***의 복용은 혈압을 과도하게 낮출 수 있으므로 함께 복용하면 안됩니다.구역, 구토, 변비등의 부작용이 나타날 수 있습니다.		경련을 진정시키는 진경제로, 근육을 수축시키라는 명령이 근육으로 전달되는 것을 방해하여 내장 근육을 진정시켜줍니다.		
678	Tizanidine	2_검수(1차)	Relaxes your muscles.	근육을 이완시켜 줍니다.	Zanaflex (tizanidine) isn't a first-choice treatment for muscle spasticity. Try other options before using this.	***은 근육 경련 및 수축에 사용되는 1차 치료제가 아니므로 다른 약물 사용 후 사용해야합니다.	['Relieves muscle spasticity.', 'Available as a generic.', "Available in a tablet or capsule form. It also comes in a capsule that can be opened and sprinkled in applesauce for people that can't swallow pills."]	근육경련 및 수축을 완화시켜줍니다.	["This isn't a first-choice muscle relaxing medication. Other drugs work better and have fewer side effects.", 'Takes over an hour to kick in and only lasts 3 to 6 hours.', 'Zanaflex (tizanidine) can lower blood pressure, so be careful if you are already on a blood pressure medication.', 'Need to be consistent every day in taking this with or without food.', 'Elderly individuals have more side effects when taking Zanaflex (tizanidine).']	***은 근육 경련 및 수축에 사용되는 1차 치료제가 아닙니다. 다른 약들이 더 효과적이고 부작용이 적습니다. 약 효과가 나타나는데 1시간 정도 걸리며, 지속시간은 3~6시간 입니다.***은 혈압을 낮출수 있기 때문에, 고혈압치료제를 복용중이라면 주의해야 합니다.식사 여부와 상관없이 복용할 수 있으며, 매일 같은 시간에 복용해야합니다.고령자의 경우 부작용이 더 클 수 있습니다.	Zanaflex (tizanidine) is an alpha2-adrenergic agonist that works in the nervous system to calm down muscle spasticity.	***은 알파2-아드레날린 효능제로써 신경에 작용하여 근육의 경련과 위축을 완화시킵니다.	['Can cause dizziness, fatigue, drowsiness, and dry mouth.', 'Avoid activities requiring mental alertness (like driving) until you know how it affects you.', 'Can be taken with or without food, but you need to be consistent since food affects how the medication is absorbed and works.', 'The tablets are not the same as the capsules. This could mean differences in how your body reacts to it, or how it works for you.', 'If you have been on Zanaflex (tizanidine) for a long period of time, you should not stop this abruptly. This can result in rebound high blood pressure, muscle spasticity or fast heart beat. Talk to your doctor about how to slowly lower your dose.']	
679	Tocilizumab	2_검수(1차)	Calms down the immune system and helps prevent joint damage.	면역계를 진정시키고 관절 손상을 예방합니다.	Actimmune (tocilizumab) effectively relieves pain and prevents joint damage. You can get it as a shot or an infusion, but it may not be the best choice if you have liver problems.	***는 효과적으로 통증을 줄여주고 관절의 손상을 예방합니다. 주사 혹은 수액으로 투여할 수 있지만, 간에 문제가 있을 경우 최선의 선택은 아닐 수 있습니다.	["In studies, Actimmune (tocilizumab) lowered joint pain and slowed down joint damage better than a placebo in people who didn't have earlier success with methotrexate.", "Actimmune (tocilizumab) can work for you even if methotrexate or other medications haven't improved your rheumatoid arthritis.", 'Many people have only minor side effects, or none at all.']	메토트렉세이트(Methotrexate)의 효과가 좋지 않았던 환자들을 대상으로 한 연구에서, ***를 투여한 환자들은 그렇지 않은 환자들보다 관절의 통증과 손상이 줄어든 것을 확인하였습니다.***는 다른 약이 효과가 없었던 류마티스 관절염 환자들에게도 효과를 나타낼 수 있습니다.대부분의 경우 부작용이 없거나 미미한 부작용이 나타났습니다.	['Since Actimmune (tocilizumab) calms down your immune system, it raises your risk of serious or possibly life-threatening infections, including TB (tuberculosis).', "Actimmune (tocilizumab) doesn't come in a pill form - it has to be used as an injection or infusion.", "You'll need to get blood tests done before and during your treatment to make sure no problems arise while taking Actimmune (tocilizumab).", 'This drug may not be the best choice if you have liver problems.', 'There is no generic form of the drug, so it can be expensive.']	면역계를 진정시키기 때문에, 결핵과 같이 사망에 이르게 할 수 있는 감염증의 위험이 증가합니다.주사제나 수액의 형태로만 투여 가능하며 먹는 약은 없습니다.투여 전 및 투여 중 혈액검사를 통해 ***의 투약으로 인한 문제 여부를 확인해야 합니다.간 문제가 있는 환자일 경우 좋은 선택이 아닐 수 있습니다.	Actimmune (tocilizumab) is a biologic drug. It belongs to a group of drugs called DMARDs (disease-modifying anti-rheumatic drug). Actimmune (tocilizumab) stops IL-6 (interleukin-6), a protein that revs up the immune system, from working. Actimmune (tocilizumab) lowers inflammation, relieves symptoms, and prevents the disease from getting worse.	***는 생물학적제제(화학적으로 합성된 약이 아닌 생물에 의해 생산된 약)입니다. 이 약은 질병변경항류마티스약(DMARDs)에 속합니다. ***는 면역계를 활성화시키는 IL-6(인터류킨-6)라는 단백질을 방해합니다. 이로 인해 염증을 줄여주고 증상을 완화시켜주며 질병의 악화를 예방해줍니다.	['It can take between 2 weeks and 3 months to start working.', 'Even after your symptoms begin to improve, it is important to keep taking Actimmune (tocilizumab) to prevent further damage to your joints.', "Actimmune (tocilizumab) is available as an infusion (given at a doctor's office or an infusion center) or as an injection (given to yourself at home). Discuss which is best for you with your doctor.", "If you're using Actimmune (tocilizumab) at home, rotate your injection areas to avoid skin reactions. Don't give yourself an injection where your skin is red, bruised, or irritated.", 'Keep Actimmune (tocilizumab) refrigerated, but let it warm up to room temperature for 30 to 60 minutes before using it.']	
680	Tofisopam	4_재번역		불안, 두통, 갱년기 증상 등을 줄여줍니다.		자율신경의 이상으로 발생되는 두통, 권태감 등의 다양한 증상에 효과가 있으나 과도한 진정작용이 나타날 수 있습니다.		여타 항불안약에 비해 항경련, 근이완 관련 부작용이 적어 주간에 복용 가능합니다.알코올 중독증의 치료에도 사용됩니다.		졸음, 어지러움, 집중력 저하 등의 진정작용으로 인한 부작용이 나타날 수 있기 때문에 복용 후 운전 및 위험한 작업을 피해야 합니다.구역, 구토 및 변비 등의 소화기 관련 부작용이 나타날 수 있습니다.복용 후 술을 먹을 경우 부작용이 심해질 수 있기 때문에 음주를 피해야 합니다.		벤조디아제핀 계열의 항불안제로, 뇌의 신경들이 활성화되는 것을 도와줍니다. $%$%$% 활성화 되는 것을 도와...???		
681	Tolcapone	2_검수(1차)	Treats Parkinson's disease.	파킨슨병을 치료합니다.	Taking Tasmar (tolcapone) is the next step to control Parkinson's disease when carbidopa/levodopa don't work as well, however you might be more likely to have liver damage.	***은 파킨슨병 조절에 carbidopa/levodopa가 제대로 작용하지 않을때 사용되는 약입니다. 간손상을 일으킬 수 있습니다.	["Tasmar (tolcapone) is part of the medicines used as the most common next step to control Parkinson's disease when carbidopa/levodopa doesn't work as well.", 'Tasmar (tolcapone) is available as a generic.', 'Tasmar (tolcapone) can be taken with or without food.']	***은 파킨슨병 조절에 carbidopa/levodopa가 제대로 작용하지 않을때 사용되는 약 중 하나입니다. 음식과 상관없이 복용할 수 있습니다.	['When you first start taking Tasmar (tolcapone), your doctor might have to change the dose a lot because of all the side effects.', "Tasmar (tolcapone) will only slow the disease down; it is not a cure for Parkinson's disease.", 'Unlike Comtan, Tasmar (tolcapone) is more likely to damage your liver, so you might need regular blood tests for the first few months.', 'Tasmar (tolcapone) is not available as a combination pill with carbidopa/levodopa, unlike Comtan.', 'Tasmar (tolcapone) can cause dry mouth and changes in blood pressure. Changes in blood pressure can make you feel faint and more likely to fall.']	*** 복용을 처음 시작하면 부작용 때문에 복용량을 자주 바꿔야 할 수 있습니다. ***은 파킨슨병의 진행을 늦춰줄뿐 완전히 치료해주진 않습니다.다른 약보다 간손상을 더 많이 일으킬 수 있기때문에 처음 볓달동안은 정기적인 혈액 검사를 받아야 할 수 있습니다. carbidopa/levodopa와 합쳐진 복합제 형태가 없습니다. ***은 구강건조, 혈압 변화를 일으킬 수 있습니다. 혈압 변화로 인해 현기증이 일어나거나 넘어질 수 있습니다.	Tasmar (tolcapone) is an enzyme inhibitor that stops levodopa from being broken down. It causes higher levodopa in the brain, which relieves the symptoms of Parkinson's disease.	***은 레보도파가 분해되는것을 막는 효소억제제입니다. 뇌의 레보도파를 증가시켜 파킨슨병 증상을 완화시켜줍니다.	["Tasmar (tolcapone) can make you dizzy if you've been sitting or lying down for a while. Be very careful when getting up.", "Don't drive or do anything requiring concentration until you know how Tasmar (tolcapone) affects you.", 'Your urine might be colored dark orange or brown while taking Tasmar (tolcapone). This is normal.', "You have to keep taking carbidopa/levodopa with Tasmar (tolcapone). Tasmar (tolcapone) won't work by itself to control your Parkinson's disease.", 'Talk to your doctor if you want to stop taking Tasmar (tolcapone).  Stopping it suddenly can be very dangerous.']	
682	Tolnaftate	2_검수(1차)	Treats fungal infections.	진균(곰팡이) 감염을 치료해줍니다.	Tinactin (tolnaftate) is a good and inexpensive over-the-counter medicine that treats fungal infections like athlete's foot and jock itch with few side effects. However, it can take 4 to 6 weeks to completely get rid of the infection.	***은 무좀이나 완선등의 곰팡이 감염을 치료하는데 효과적이며 부작용이 적습니다. 하지만 곰팡이 감염을 완전히 치료하는데 4주에서 6주 가량 걸립니다.	['Tinactin (tolnaftate) is available as a generic and is not expensive to buy over-the-counter.', 'It works at treating common fungal infections of the skin.', 'It causes few side effects.']	일반적인 곰팡이 피부감염에 효과적 입니다. 부작용이 적습니다.	['Tinactin (tolnaftate) might give you itchy or burning skin.', 'If using the cream formulation, you need to wash your hands before and after using this medicine.', 'For some types of fungal skin infections, you may need to continue using DRUG NAME even if your skin looks healthy in order to keep the infection from coming back.']	피부가 가렵거나 타는듯한 증상이 일어날 수 있습니다. 크림 제형을 사용할 경우, 약을 바르기 전과 후에 반드시 손을 씻어야합니다. 일부 곰팡이 피부 감염의 경우 감염이 다 사라진 것처럼 피부가 건강해 보이더라도 재발을 막기 위해서 일정기간 동안 계속 ***을 사용해야 합니다.	Tinactin (tolnaftate) is an antifungal medicine that weakens the fungi and keeps them from growing and surviving.	***은 항진균제로 진균(곰팡이)의 생존과 번식을 약화시킵니다.	["Tinactin (tolnaftate) should only be put on parts of your skin affected by the fungal infection. Don't put it in your eyes, nose, mouth, or vagina because it can burn in these areas.", 'For best results, clean the area of affected skin before putting on this medication.', 'Wash your hands after using Tinactin (tolnaftate), unless the fungal infection you are treating is on your hands.', 'Unless your doctor tells you to, you should not use bandages or dressings over the affected area.', 'If you miss a dose, put Tinactin (tolnaftate) on as soon as you remember, but do not put 2 doses on at one time or add extra doses.', 'Tinactin (tolnaftate) can sometimes cause mild itchy skin or burning that goes away by itself, but if your symptoms are very bad and do not go away, tell your doctor right away.']	
683	Tolterodine	2_검수(1차)	Treats overactive bladder.	과민성 방광 치료에 사용합니다.	Detrol (tolterodine) is a good treatment for overactive bladder after exercises and other methods to control it haven't worked.	***은 운동 이나 다른 방법으로 조절되지 않는 과민성 방광 치료에 효과적 입니다.	['Detrol (tolterodine) is effective at treating overactive bladder by lowering the urge to urinate, and controlling urination.', 'The tablet is available as a generic in both extended and immediate release, so you can take it once or twice a day.']	***은 배뇨를 조절하고 요의(소변 마려움)를 줄여줌으로써 과민성 방광 치료에 효과적 입니다. 약물이 즉시 방출되는 제제와 서방형 제제(약물이 서서히 오랫동안 방출되는 제제)가 있습니다.	['Detrol (tolterodine) can cause drowsiness, dizziness and can increase your risk for falls.', 'Detrol (tolterodine) can cause severe dry mouth and eyes and constipation.', 'Generally not recommended if you are 65 or older.', 'Do not use if you have uncontrolled narrow-angle glaucoma.']	***은 졸음, 현기증을 유발할 수 있으며 낙상 위험을 증가시킬 수 있습니다. ***은 심각한 구강 건조, 안건조, 변비를 유발할 수 있습니다. 65세 이상 고령자에게 일반적으로 추천되지 않습니다. 치료가 어려운 협우각 녹내장이 있다면 사용할 수 없습니다.	Detrol (tolterodine) is an antimuscarinic. It helps people control the urge to urinate by relaxing the bladder muscles and stopping them from spasming.	***은 항무스카린제제입니다. 방관 근육을 이완시키고 경련을 멈추게 함으로써 요의를 조절할 수 있도록 도와줍니다.	['Detrol (tolterodine) can take up to 4 weeks before you notice any changes.', 'Drinks with caffeine, alcohol or carbonation can make your symptoms worse.', "You can get drowsy or dizzy on Detrol (tolterodine). Do not stand or sit up too quickly if you've been sitting or lying down for a while.", 'You can take Detrol (tolterodine) with or without food.', 'Do not break, crush or chew extended-release capsules.']	
684	Topiramate	2_검수(1차)	Prevents seizures and migraine headaches.	발작 및 편두통을 예방해 줍니다.	Topamax (topiramate) is very effective at preventing many types of seizures and migraines, but it can cause several severe side effects that can lead to stopping the medication.	***은 여러 종류의 발작과 편두통을 예방하는데 매우 효과적입니다. 하지만 일부 심각한 부작용을 일으켜 복용을 중단해야 할 수 있습니다.	['Can lower your number of seizures and also prevent migraine headaches. This medicine can be used on its own or with other antiepileptic medicines to lower the frequency of seizures.', "Doesn't need routine blood tests like similar medications.", 'Available in short-acting and long-acting forms.', "Comes as a generic, so it's relatively cheap."]	발작 횟수를 줄이고 편두통을 예방해줍니다. 발작 빈도를 줄이기 위해 단독으로 사용하거나 다른 항경련제와 함께 사용할 수 있습니다. 다른 유사약물과는 달리 정기적인 혈액검사가 필요하지 않습니다.속효성제제와 장시간 작용하는 서방형제제가 있습니다.	['Can cause many severe side effects. People starting Topamax (topiramate) need to be monitored for these effects as soon as they start treatment.', 'This medicine can take 4 to 6 weeks for the full effects of this medication to kick in, especially for people taking it for migraines.', 'Children taking Topamax (topiramate) for long periods of time need to have their dose adjusted by their pediatrician as they grow.', 'At higher doses (ie. 400 mg/day), children may experience difficulty with concentration/attention, fever, flushing, and confusion.']	많은 심각한 부작용을 일으킬 수 있습니다. 따라서 *** 복용을 시작하고 나서 부작용이 나타나는지 면밀히 관찰해야합니다. 편두통환자의 경우 최대 효과가 나타나는데 4~6주 가량 소요될 수 있습니다. 장기간 ***을 복용하는 어린이 환자의 경우 성장에 따라 용량을 조절할 필요가 있습니다. 고용량(400mg/일)에서 어린이 환자의 경우 집중력 저하, 발열, 홍조, 혼돈등의 부작용이 나타날수 있습니다.	Topamax (topiramate) is an antiepileptic. Researchers don't know exactly how it works, but it controls seizures and migraines by increasing the effect of gamma-amino butyric acid (GABA), a chemical that calms nerve cells in the brain.	***은 항경련제입니다. 정확한 기전에 대해서는 알려지지 않았지만, 뇌 신경 세포를 안정시키는 화학물질인 GABA의 효과를 증가시켜 발작과 편두통에 효과가 있는것으로 보여집니다.	['For the first few weeks while you adjust to the effects of Topamax (topiramate), avoid activities that require you to be alert, like driving, since Topamax (topiramate) can cause sleepiness, dizziness, and confusion.', "Topamax (topiramate) can lower the amount of vitamin D and calcium in your body, so talk with your doctor about taking supplemental vitamin D and calcium while you're taking this medication.", 'Children should be watched closely while on Topamax (topiramate), since it can lower their ability to sweat and increase body temperature, especially in hot weather. Keep your child out of direct sunlight and heat, and have them drink plenty of water when going into the heat.']	
