ing_form_id	ing_name_eng	ing_name_kr	form	note	ing_id	code	desc_id_id
1673	Black Pepper/Cinnamon Bark/Clove/Gambir/Gentian/Glycyrrhiza/L-Menthol/Phellodendron Bark/Sodium Bicarbonate	후추/계피/정향/아선약/겐티아나/감초/L-멘톨/황백/탄산수소나트륨	내복제/환제		1455	API	
1674	Bleomycin	블레오마이신	주사제/주사제		1456	BIJ	
1675	Blinatumomab	블리나투모맙	주사제/주사제		1457	BIJ	
1676	Blonanserin	블로난세린	내복제/정제, 저작정		1458	ATB	
1677	Boceprevir	보세프레비르	내복제/경질캡슐제		1459	ACH	
1678	Boehmite	보에마이트	내복제/현탁제, 현탁액용정제, 현탁액용산제		1460	ASS	
1679	Boldo/Cascara Sagrada/Dihydroxydibutylether/Rhubarb	볼도엽/Cascara Sagrada/디히드록시디부틸에텔/대황	내복제/시럽제, 건조시럽		1461	ASY	
1680	Borneolum/Caffeine/Dehydrocholic Acid/Dyphylline/Inositol/Musk/Nicotinic Acid/Oriental Bezoar/Riboflavin/Saffron/Thiamine/Toad Venom	용뇌/카페인/데히드로콜산/Dyphylline/이노시톨/Musk/니코틴산/우황/리보플라빈/Saffron/티아민/Toad Venom	내복제/정제, 저작정		1462	ATB	
1681	Borneolum/Camphene/Cineole/Menthol/Menthone/Pinene	용뇌/캄펜/시네올/멘톨/Menthone/핀넨	내복제/연질캡슐제		1463	ACS	
1682	Borneolum/Camphor/L-Menthol/Methyl Salicylate/Thymol	용뇌/캄파/L-멘톨/살리실산메틸/티몰	외용제/경고제, 첩부제		1464	CPL	
1683	Borneolum/D-Camphor/L-Menthol/Methyl Salicylate/Thymol	용뇌/D-캄파/L-멘톨/살리실산메틸/티몰	외용제/경고제, 첩부제		1465	CPL	
1684	Borneolum/Diphenhydramine/Dl-Camphor/L-Menthol/Methyl Salicylate/Thymol	용뇌/디펜히드라민/DL-캄파/L-멘톨/살리실산메틸/티몰	외용제/경고제, 첩부제		1466	CPL	
1685	Bortezomib	보르테조밉	주사제/주사제		1467	BIJ	94
1686	Bosentan	보센탄	내복제/정제, 저작정		1468	ATB	
1687	Brentuximab	브렌툭시맙	주사제/주사제		1469	BIJ	
1688	Brexpiprazole	브렉스피프라졸		ONLY_DESC	1470		95
1689	Brimonidine	브리모니딘	외용제/크림제, 겔제, 젤리		1471	CCM	96
1690	Brimonidine	브리모니딘	외용제/점안제(점안액)		1471	COS	96
1691	Brimonidine/Brinzolamide	브리모니딘/브린졸라미드	외용제/점안제(점안액)		1472	COS	
1692	Brimonidine/Timolol	브리모니딘/티몰롤	외용제/점안제(점안액)		1473	COS	
1693	Brinzolamide	브린졸라미드	외용제/점안제(점안액)		1474	COS	97
1694	Brinzolamide/Timolol	브린졸라미드/티몰롤	외용제/점안제(점안액)		1475	COS	
1695	Brivaracetam	Brivaracetam		ONLY_DESC	1476		98
1696	Bromazepam	브로마제팜	내복제/정제, 저작정		1477	ATB	
1697	Bromelain	브로멜라인	내복제/장용정제		1478	ATE	
1698	Bromelain/Caffeine/Diphenhydramine	브로멜라인/카페인/디펜히드라민	내복제/장용정제		1479	ATE	
1699	Bromelain/D-Chlorpheniramine	브로멜라인/D-클로르페니라민	내복제/정제, 저작정		1480	ATB	
1700	Bromelain/Dehydrocholic Acid/Pancreatin/Simethicone/Trimebutine	브로멜라인/데히드로콜산/판크레아틴/시메티콘/트리메부틴	내복제/연질캡슐제		1481	ACS	
1701	Bromelain/Dimethicone/Pancreatin	브로멜라인/디메티콘/판크레아틴	내복제/장용정제		1482	ATE	
1702	Bromelain/Pancreatin I/Simethicone	브로멜라인/판크레아틴 I/시메티콘	내복제/장용정제		1483	ATE	
1703	Bromelain/Papain/Trypsin	브로멜라인/파파인/트립신	내복제/정제, 저작정		1484	ATB	
1704	Bromelain/Papain/Trypsin	브로멜라인/파파인/트립신	내복제/장용정제		1484	ATE	
1705	Bromelain/Trypsin	브로멜라인/트립신	내복제/정제, 저작정		1485	ATB	
1706	Bromelain/Trypsin	브로멜라인/트립신	내복제/장용정제		1485	ATE	
1707	Bromfenac	브롬페낙	외용제/점안제(점안액)		1486	COS	
1708	Bromhexine	브롬헥신	내복제/정제, 저작정		1487	ATB	99
1709	Bromhexine/L-Carbocisteine	브롬헥신/L-카르보시스테인	내복제/연질캡슐제		1488	ACS	
1710	Bromocriptine	브로모크립틴	내복제/정제, 저작정		1489	ATB	100
1711	Bromperidol	브롬페리돌	내복제/정제, 저작정		1490	ATB	
1712	Bucillamine	부시라민	내복제/정제, 저작정		1491	ATB	
1713	Budesonide	부데소니드	내복제/서방형정제		1492	ATR	101
1714	Budesonide	부데소니드	외용제/크림제, 겔제, 젤리		1492	CCM	101
1715	Budesonide	부데소니드	외용제/액제		1492	CLQ	101
1716	Budesonide	부데소니드	외용제/기타제형		1492	CMS	101
1717	Budesonide	부데소니드	외용제/연고제		1492	COM	101
1718	Budesonide	부데소니드	외용제/분무제 및 흡입제		1492	CSI	101
1719	Budesonide/Formoterol	부데소니드/포르모테롤	외용제/분무제 및 흡입제		1493	CSI	
1720	Bufexamac	부펙사막	외용제/연고제		1494	COM	
1721	Buflomedil	부플로메딜	내복제/정제, 저작정		1495	ATB	
1722	Buflomedil	부플로메딜	주사제/주사제		1495	BIJ	
1723	Bumetanide	Bumetanide		ONLY_DESC	1496		102
1724	Bupivacaine	부피바카인	주사제/주사제		1497	BIJ	
1725	Bupivacaine/Epinephrine	부피바카인/에피네프린	주사제/주사제		1498	BIJ	
1726	Buprenorphine	부프레노르핀	외용제/패취제		1499	CPC	103
1727	Bupropion	부프로피온	내복제/정제, 저작정		1500	ATB	104
1728	Bupropion	부프로피온	내복제/서방형정제		1500	ATR	104
1729	Bupropion/Naltrexone	부프로피온/날트렉손	내복제/서방형정제		1501	ATR	
1730	Buserelin	부세렐린	주사제/주사제		1502	BIJ	
1731	Buspirone	부스피론	내복제/정제, 저작정		1503	ATB	105
1732	Busulfan	부설판	주사제/주사제		1504	BIJ	106
1733	Butabarbital	Butabarbital		ONLY_DESC	1505		107
1734	Butalbital	Butalbital		ONLY_DESC	1506		108
1735	Butamirate	부타미레이트	내복제/시럽제, 건조시럽		1507	ASY	
1736	Butenafine	부테나핀	외용제/크림제, 겔제, 젤리		1508	CCM	
1737	Butenafine	부테나핀	외용제/액제		1508	CLQ	
1738	Butenafine/Dl-Camphor/Lidocaine	부테나핀/DL-캄파/리도카인	외용제/크림제, 겔제, 젤리		1509	CCM	
1739	Butenafine/Dl-Camphor/Lidocaine	부테나핀/DL-캄파/리도카인	외용제/액제		1509	CLQ	
1740	Butoconazole	부토코나졸	외용제/크림제, 겔제, 젤리		1510	CCM	109
1741	Butorphanol	부토르파놀	주사제/주사제		1511	BIJ	
1742	C1 Esterase Inhibitor	C1에스터라제저해제	주사제/주사제		1512	BIJ	
1743	Cabazitaxel	카바지탁셀	주사제/주사제		1513	BIJ	
1744	Cabergoline	카베르골린	내복제/정제, 저작정		1514	ATB	
1745	Cabozantinib	카보잔티닙	내복제/정제, 저작정		1515	ATB	
1746	Cadexomer	카덱소머	외용제/연고제		1516	COM	
1747	Cadralazine	카드랄라진	내복제/정제, 저작정		1517	ATB	
1748	Caffeine	카페인	내복제/정제, 저작정		1518	ATB	
1749	Caffeine And Benzoate	카페인 And 벤조산	주사제/주사제		1519	BIJ	
1750	Caffeine/Carbinoxamine/Glycyrrhiza/Guaiacolsulfonate/Methoxyphenamine/Noscapine	카페인/카르비녹사민/감초/구아야콜설폰산/메톡시페나민/노스카핀	내복제/경질캡슐제		1520	ACH	
1751	Caffeine/Carbinoxamine/Glycyrrhiza/Guaiacolsulfonate/Methoxyphenamine/Noscapine	카페인/카르비녹사민/감초/구아야콜설폰산/메톡시페나민/노스카핀	내복제/과립제, 세립		1520	AGN	
1752	Caffeine/Cervi Parvum Cornu/Epimedium Herb/Ginseng/Nicotinamide/Oriental Bezoar/Pyridoxine/Riboflavin	카페인/녹용/음양곽/인삼/니코틴산아미드/우황/피리독신/리보플라빈	내복제/액제		1521	ALQ	
1753	Caffeine/Cervi Parvum Cornu/Eucommia Bark/Nicotinamide/Oriental Bezoar/Polygonatum/Pyridoxine/Riboflavin	카페인/녹용/두충/니코틴산아미드/우황/황정/피리독신/리보플라빈	내복제/액제		1522	ALQ	
1754	Caffeine/Cervi Parvum Cornu/Oriental Bezoar/Proxyphylline/Taurine/Thiamine/Toad Venom	카페인/녹용/우황/프록시필린/타우린/티아민/Toad Venom	내복제/액제		1523	ALQ	
1755	Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ethenzamide/Ginger/Glycyrrhiza/Jujube/Noscapine/Peony/Pueraria	카페인/클로르페니라민/계피/마황/에텐자미드/건강/감초/대추/노스카핀/작약/갈근	내복제/과립제, 세립		1524	AGN	
1756	Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/Guaiacolsulfonate/향소산	카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/구아야콜설폰산/향소산	내복제/과립제, 세립		1525	AGN	
1757	Caffeine/Chlorpheniramine/Dihydrocodeine/Dl-Methylephedrine	카페인/클로르페니라민/디히드로코데인/DL-메틸에페드린	내복제/정제, 저작정		1526	ATB	110
1758	Caffeine/Chlorpheniramine/Dimenhydrinate/Nicotinamide/Pyridoxine/Scopolamine	카페인/클로르페니라민/디멘히드리네이트/니코틴산아미드/피리독신/스코폴라민	내복제/액제		1527	ALQ	
1759	Caffeine/Chlorpheniramine/Dipotassium Glycyrrhizinate/Dl-Methylephedrine	카페인/클로르페니라민/글리시리진산디칼륨/DL-메틸에페드린	내복제/시럽제, 건조시럽		1528	ASY	
1760	Caffeine/Chlorpheniramine/Dl-Methylephedrine/Glycyrrhiza/Guaiacolsulfonate/Lysozyme/Platycodon	카페인/클로르페니라민/DL-메틸에페드린/감초/구아야콜설폰산/리소짐/길경	내복제/경질캡슐제		1529	ACH	
1761	Caffeine/Chlorpheniramine/Dl-Methylephedrine/Glycyrrhizic Acid/Phenylephrine	카페인/클로르페니라민/DL-메틸에페드린/글리시리진산/페닐레프린	내복제/정제, 저작정		1530	ATB	
1762	Caffeine/Chlorpheniramine/Dl-Methylephedrine/Phenylephrine	카페인/클로르페니라민/DL-메틸에페드린/페닐레프린	내복제/경질캡슐제		1531	ACH	
1763	Caffeine/Chlorpheniramine/Ethenzamide/Noscapine/갈근탕	카페인/클로르페니라민/에텐자미드/노스카핀/갈근탕	내복제/경질캡슐제		1532	ACH	
1764	Caffeine/Chlorpheniramine/Guaiacolsulfonate/Nandinae Fructus/Trimetoquinol	카페인/클로르페니라민/구아야콜설폰산/Nandinae Fructus/트리메토퀴놀	내복제/액제		1533	ALQ	
1765	Caffeine/Chlorpheniramine/Meclizine/Pyridoxine	카페인/클로르페니라민/메클리진/피리독신	내복제/액제		1534	ALQ	
1766	Caffeine/Chlorzoxazone/Ethenzamide	카페인/클로르족사존/에텐자미드	내복제/정제, 저작정		1535	ATB	
1767	Caffeine/Chondroitin Sulfate/Cyanocobalamin/Dl-Carnitine/Epimedium Herb/Ginseng/Nicotinamide/Oriental Bezoar/Pyridoxine/Riboflavin/Royal Jelly/Sodium Pantothenate/Thiamine	카페인/콘드로이틴설페이트/시아노코발라민/DL-카르니틴/음양곽/인삼/니코틴산아미드/우황/피리독신/리보플라빈/로얄젤리/Sodium 판토텐산/티아민	내복제/액제		1536	ALQ	
1768	Caffeine/Citric Acid/Sodium Citrate	카페인/시트르산/시트르산나트륨	내복제/액제		1537	ALQ	
1769	Caffeine/Citric Acid/Sodium Citrate	카페인/시트르산/시트르산나트륨	주사제/주사제		1537	BIJ	
1770	Caffeine/D-Chlorpheniramine/Diprophylline/Tipepidine/Trimetoquinol	카페인/D-클로르페니라민/디프로필린/티페피딘/트리메토퀴놀	내복제/경질캡슐제		1538	ACH	
1771	Caffeine/D-Chlorpheniramine/Dl-Methylephedrine/Guaiacolsulfonate/Ibuprofen/Riboflavin/Thiamine/Tipepidine	카페인/D-클로르페니라민/DL-메틸에페드린/구아야콜설폰산/이부프로펜/리보플라빈/티아민/티페피딘	내복제/경질캡슐제		1539	ACH	
1772	Caffeine/Dimenhydrinate	카페인/디멘히드리네이트	내복제/정제, 저작정		1540	ATB	
1773	Caffeine/Dimenhydrinate/Nicotinamide/Pyridoxine	카페인/디멘히드리네이트/니코틴산아미드/피리독신	내복제/시럽제, 건조시럽		1541	ASY	
1774	Caffeine/Dimenhydrinate/Nicotinamide/Pyridoxine/Scopolamine	카페인/디멘히드리네이트/니코틴산아미드/피리독신/스코폴라민	내복제/액제		1542	ALQ	
1775	Caffeine/Dimenhydrinate/Pyridoxine	카페인/디멘히드리네이트/피리독신	내복제/액제		1543	ALQ	
1776	Caffeine/Dimenhydrinate/Pyridoxine	카페인/디멘히드리네이트/피리독신	내복제/시럽제, 건조시럽		1543	ASY	
1777	Caffeine/Ergotamine	카페인/에르고타민	내복제/정제, 저작정		1544	ATB	111
1778	Caffeine/Fursultiamine/Ibuprofen	카페인/푸르설티아민/이부프로펜	내복제/정제, 저작정		1545	ATB	
1779	Caffeine/Ginseng/Lycium Fruit/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin	카페인/인삼/구기자/니코틴산아미드/판토텐산/피리독신/리보플라빈	내복제/액제		1546	ALQ	
1780	Caffeine/Glucuronolactone/Nicotinamide/Orotic Acid/Pyridoxine/Riboflavin	카페인/글루쿠로노락톤/니코틴산아미드/오로트산/피리독신/리보플라빈	내복제/액제		1547	ALQ	
1781	Caffeine/Human Placenta/Nicotinamide/Pyridoxine/Riboflavin/Thiamine	카페인/Human Placenta/니코틴산아미드/피리독신/리보플라빈/티아민	내복제/액제		1548	ALQ	
1782	Caffeine/Ibuprofen	카페인/이부프로펜	내복제/정제, 저작정		1549	ATB	
1783	Caffeine/Inositol/Nicotinamide/Pyridoxine/Riboflavin/Taurine/Thiamine	카페인/이노시톨/니코틴산아미드/피리독신/리보플라빈/타우린/티아민	내복제/액제		1550	ALQ	
1784	Caffeine/Meclizine/Pyridoxine	카페인/메클리진/피리독신	내복제/시럽제, 건조시럽		1551	ASY	
1785	Caffeine/Meclizine/Scopolamine	카페인/메클리진/스코폴라민	내복제/정제, 저작정		1552	ATB	
1786	Caffeine/Nicotinamide/Pyridoxine/Riboflavin/Royal Jelly/Rulondin/Taurine/Thiamine/반비틴크	카페인/니코틴산아미드/피리독신/리보플라빈/로얄젤리/루론딘/타우린/티아민/반비틴크	내복제/연질캡슐제		1553	ACS	
1787	Caffeine/Nicotinamide/Pyridoxine/Riboflavin/Royal Jelly/Rulondin/Taurine/Thiamine/반비틴크	카페인/니코틴산아미드/피리독신/리보플라빈/로얄젤리/루론딘/타우린/티아민/반비틴크	내복제/액제		1553	ALQ	
1788	Cajeput Oil/Camphor/Clove Oil/L-Menthol/Mentha Oil	카제푸트유/캄파/정향유/L-멘톨/박하유	외용제/연고제		1554	COM	
1789	Calcifediol	칼시페디올	내복제/연질캡슐제		1555	ACS	
1790	Calcipotriol	칼시포트리올	외용제/연고제		1556	COM	
1791	Calcitriol	칼시트리올	내복제/연질캡슐제		1557	ACS	112
1792	Calcitriol	칼시트리올	내복제/정제, 저작정		1557	ATB	112
1793	Calcitriol	칼시트리올	내복제/서방형정제		1557	ATR	112
1794	Calcitriol	칼시트리올	주사제/주사제		1557	BIJ	112
1795	Calcium Acetate	아세트산칼슘	내복제/정제, 저작정		1558	ATB	
1796	Calcium Ascorbate/Calcium Phosphate/Cholecalciferol/Cyanocobalamin/Essential Phospholipids(Epl) Substance/Ferrous Sulfate/Folic Acid/Lipopollen/Nicotinamide/Pantothenate/Pollen/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol	아스코르브산칼슘/인산칼슘/콜레칼시페롤/시아노코발라민/필수인지질성물질/황산제일철/폴산/Lipopollen/니코틴산아미드/판토텐산/Pollen/염화칼륨/피리독신/레티놀/리보플라빈/티아민/토코페롤	내복제/연질캡슐제		1559	ACS	
1797	Calcium Ascorbate/Lysozyme/Phytonadione/Tocopherol	아스코르브산칼슘/리소짐/피토나디온/토코페롤	내복제/경질캡슐제		1560	ACH	
1798	Calcium Carbonate	탄산칼슘	내복제/정제, 저작정		1561	ATB	113
1799	Calcium Chloride	염화칼슘	주사제/주사제		1562	BIJ	
1800	Calcium Chloride/Carboxymethylcellulose/D-Sorbitol/Dipotassium Phosphate/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/카르복시메틸셀룰로오스/D-소르비톨/Di인산칼륨/염화마그네슘/염화칼륨/염화나트륨	외용제/액제		1563	CLQ	
1801	Calcium Chloride/Chondroitin Sulfate/Dibasic Sodium Phosphate/Potassium Chloride/Sodium Chloride/Taurine	염화칼슘/콘드로이틴설페이트/인산수소나트륨/염화칼륨/염화나트륨/타우린	외용제/점안제(점안액)		1564	COS	
1802	Calcium Chloride/Chondroitin Sulfate/Hypromellose/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/콘드로이틴설페이트/히프로멜로오스/염화칼륨/탄산수소나트륨/염화나트륨	외용제/점안제(점안액)		1565	COS	
1803	Calcium Chloride/Citric Acid/Dextrose/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/시트르산/포도당/염화마그네슘/염화칼륨/염화나트륨	주사제/관류액 등		1566	BIS	
1804	Calcium Chloride/Dextran-40/Potassium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/덱스트란-40/염화칼륨/염화나트륨/락트산나트륨	주사제/주사제		1567	BIJ	
1805	Calcium Chloride/Dextran-40/Potassium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/덱스트란-40/염화칼륨/염화나트륨/락트산나트륨	주사제/주사제		1567	BIJ	
1806	Calcium Chloride/Dextrose/Glacial Acetic Acid/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/포도당/Glacial 아세트산/염화마그네슘/염화칼륨/염화나트륨	주사제/관류액 등		1568	BIS	
1807	Calcium Chloride/Dextrose/Glutathione Disulfate/Magnesium Chloride/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride/Sodium Hydrogen Phosphate	염화칼슘/포도당/글루타티온디설피드/염화마그네슘/염화칼륨/탄산수소나트륨/염화나트륨/인산수소나트륨	외용제/관류액 등		1569	CIS	
1808	Calcium Chloride/Dextrose/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Leucine/L-Isoleucine	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-류신/L-이소류신	주사제/주사제		1570	BIJ	
1809	Calcium Chloride/Dextrose/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Leucine/L-Isoleucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Chloride/Potassium Phosphate Dibasic/Sodium Acetate/Sodium Chloride	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-류신/L-이소류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-Threoinine/L-트립토판/L-티로신/L-발린/염화마그네슘/인산칼륨 Dibasic/아세트산나트륨/염화나트륨	주사제/주사제		1571	BIJ	
1810	Calcium Chloride/Dextrose/Hydroxyethyl Starch/Magnesium Chloride/Potassium Chloride/Sodium   Lactate/Sodium Chloride	염화칼슘/포도당/히드록시에틸전분/염화마그네슘/염화칼륨/락트산나트륨/염화나트륨	주사제/주사제		1572	BIJ	
1811	Calcium Chloride/Dextrose/Hydroxyethyl Starch/Magnesium Chloride/Potassium Chloride/Sodium  Lactate Solution	염화칼슘/포도당/히드록시에틸전분/염화마그네슘/염화칼륨/락트산나트륨	주사제/주사제		1573	BIJ	
1812	Calcium Chloride/Dextrose/Magnesium Chloride/Potassium Chloride/S-Lactic Acid/Sodium Bicarbonate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/염화칼륨/S-락트산/탄산수소나트륨/염화나트륨	주사제/관류액 등		1574	BIS	
1813	Calcium Chloride/Dextrose/Magnesium Chloride/Potassium Chloride/Sodium Acetate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/염화칼륨/아세트산나트륨/염화나트륨	주사제/관류액 등		1575	BIS	
1814	Calcium Chloride/Dextrose/Magnesium Chloride/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/염화칼륨/탄산수소나트륨/염화나트륨	주사제/주사제		1576	BIJ	
1815	Calcium Chloride/Dextrose/Magnesium Chloride/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/염화칼륨/탄산수소나트륨/염화나트륨	주사제/관류액 등		1576	BIS	
1816	Calcium Chloride/Dextrose/Magnesium Chloride/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/염화칼륨/탄산수소나트륨/염화나트륨	주사제/관류액 등		1576	BIS	
1817	Calcium Chloride/Dextrose/Magnesium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/포도당/염화마그네슘/탄산수소나트륨/염화나트륨	주사제/관류액 등		1577	BIS	
1818	Calcium Chloride/Dextrose/Magnesium Chloride/Sodium Bicarbonate/Sodium Chloride/Sodium Lactate	염화칼슘/포도당/염화마그네슘/탄산수소나트륨/염화나트륨/락트산나트륨	주사제/관류액 등		1578	BIS	
1819	Calcium Chloride/Dextrose/Magnesium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/포도당/염화마그네슘/염화나트륨/락트산나트륨	주사제/관류액 등		1579	BIS	
1820	Calcium Chloride/Dextrose/Potassium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/포도당/염화칼륨/염화나트륨/락트산나트륨	주사제/주사제		1580	BIJ	
1821	Calcium Chloride/Disodium Phosphate/Magnesium Chloride/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride	염화칼슘/인산디나트륨/염화마그네슘/염화칼륨/탄산수소나트륨/염화나트륨	주사제/주사제		1581	BIJ	
1822	Calcium Chloride/Fish Oil/Glucose/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Sulfate/Medium-Chain Triglycerides/Olive Oil/Potassium Chloride/Sodium Acetate/Sodium Glycerophosphate/Soybean Oil/Taurine/Zinc Sulfate	염화칼슘/어유/포도당/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/황산마그네슘/중결합트리글리세라이드/올리브유/염화칼륨/아세트산나트륨/글리세로인산나트륨/대두유/타우린/황산아연	주사제/주사제		1582	BIJ	
1823	Calcium Chloride/Fish Oil/Glucose/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Sulfate/Medium-Chain Triglycerides/Olive Oil/Potassium Chloride/Sodium Acetate/Sodium Glycerophosphate/Soybean Oil/Zinc Sulfate	염화칼슘/어유/포도당/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/황산마그네슘/중결합트리글리세라이드/올리브유/염화칼륨/아세트산나트륨/글리세로인산나트륨/대두유/황산아연	주사제/주사제		1583	BIJ	
1824	Calcium Chloride/Fructose/Potassium Chloride/Sodium Chloride	염화칼슘/과당/염화칼륨/염화나트륨	주사제/주사제		1584	BIJ	
1825	Calcium Chloride/Gelatin/Thrombin	염화칼슘/젤라틴/트롬빈	외용제/액제		1585	CLQ	
1826	Calcium Chloride/Glucose/Glycine/L-Alanine/L-Arginine-L-Glutamate/L-Aspartic Acid/L-Glutamic Acid/L-Histidine	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌-L-Glutamate/L-아스파르트산/L-글루탐산/L-히스티딘	주사제/주사제		1586	BIJ	
1827	Calcium Chloride/Glucose/Glycine/L-Alanine/L-Arginine/L-Asparaginic Acid/L-Glutamic Acid	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-아스파라진산/L-글루탐산	주사제/주사제		1587	BIJ	
1828	Calcium Chloride/Glucose/Glycine/L-Alanine/L-Arginine/L-Asparaginic Acid/L-Glutamic Acid/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine/Magnesium Acetate/Medium-Chain Triglycerides/Omega-3-Acid Triglycerides/Potassium Acetate/Sodium Acetate/Sodium Chloride/Sodium Dihydrogen Phosphate/Sodium Hydroxide/Soybean Oil/Zinc Acetate	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-아스파라진산/L-글루탐산/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-발린/아세트산마그네슘/중결합트리글리세라이드/오메가-3-산트리글리세리드/아세트산칼륨/아세트산나트륨/염화나트륨/인산이수소나트륨/수산화나트륨/대두유/아세트산아연수화물	주사제/주사제		1588	BIJ	
1829	Calcium Chloride/Glucose/Glycine/L-Alanine/L-Arginine/L-Asparaginic Acid/L-Glutamic Acid/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine/Magnesium Acetate/Potassium Acetate/Sodium Acetate/Sodium Chloride/Sodium Dihydrogen Phosphate/Sodium Hydroxide/Soybean Oil/Triglyceride/Zinc Acetate	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-아스파라진산/L-글루탐산/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-발린/아세트산마그네슘/아세트산칼륨/아세트산나트륨/염화나트륨/인산이수소나트륨/수산화나트륨/대두유/트리글리세리드/아세트산아연수화물	주사제/주사제		1589	BIJ	
1830	Calcium Chloride/Glucose/Glycine/L-Alanine/L-Arginine/L-Aspartic Acid/L-Glutamic Acid/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Chloride/Olive Oil/Potassium Chloride/Sodium Acetate/Sodium Glycerophosphate/Soybean Oil	염화칼슘/포도당/글리신/L-알라닌/L-아르기닌/L-아스파르트산/L-글루탐산/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/염화마그네슘/올리브유/염화칼륨/아세트산나트륨/글리세로인산나트륨/대두유	주사제/주사제		1590	BIJ	
1831	Calcium Chloride/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/염화마그네슘/염화나트륨/락트산나트륨	주사제/관류액 등		1591	BIS	
