ING_ID	ING_NAME_EN
946	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Vitamin A
947	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Folic Acid/Nicotinamide/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Vitamin A
948	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Folic Acid/Pyridoxine/Retinol/Riboflavin/Thiamine
949	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine
950	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Magnesium Oxide/Pantothenate/Pyridoxine/Zinc Sulfate
951	Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Retinol/Riboflavin/Thiamine
952	Ascorbic Acid/Cholecalciferol/D-Biotin/Dexpanthenol/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
953	Ascorbic Acid/Cholecalciferol/Dibasic Calcium Phosphate/Ferrous Fumarate/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Ubidecarenone
954	Ascorbic Acid/Cholecalciferol/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium/Tocopherol/Ubidecarenone/Zinc Oxide
955	Ascorbic Acid/Cholecalciferol/Ferrous Fumarate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Oyster Shell/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
956	Ascorbic Acid/Cholecalciferol/Ferrous Fumarate/Manganese Sulfate/Nicotinamide/Oyster Shell/Pyridoxine/Retinol/Riboflavin/Thiamine/Zinc Sulfate
957	Ascorbic Acid/Cholecalciferol/Folic Acid/Nicotinamide/Riboflavin/Thiamine/Tocopherol/Vitamin A/Γ-Oryzanol
958	Ascorbic Acid/Cholecalciferol/Nicotinamide/Palm Oil/Retinol/Riboflavin/Thiamine
959	Ascorbic Acid/Cholecalciferol/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
960	Ascorbic Acid/Cholecalciferol/Nicotinamide/Retinol/Riboflavin/Thiamine
961	Ascorbic Acid/Cholecalciferol/Nicotinamide/Riboflavin/Thiamine
962	Ascorbic Acid/Cholecalciferol/Selenium Yeast/Tocopherol
963	Ascorbic Acid/Cholecalciferol/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide
964	Ascorbic Acid/Choline Bitartrate/Cupric Oxide/Cyanocobalamin/Dibasic Calcium Phosphate/Dl-Methionine/Ergocalciferol/Ferrous Fumarate/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Manganese Dioxide/Nicotinamide/Pantothenate/Potassium Iodide/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
965	Ascorbic Acid/Choline Bitartrate/Cyanocobalamin/D-Biotin/Ergocalciferol/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Chloride/Potassium Citrate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Sulfate
966	Ascorbic Acid/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Γ-Oryzanol
967	Ascorbic Acid/Choline Bitartrate/Cyanocobalamin/Ergocalciferol/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol
968	Ascorbic Acid/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Oxide
969	Ascorbic Acid/Choline Bitartrate/Dl-Methionine/Fursultiamine/Hydroxocobalamin/Nicotinamide/Pyridoxal Phosphate/Riboflavin/Tocopherol
970	Ascorbic Acid/Choline Bitartrate/Dl-Methionine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol
971	Ascorbic Acid/Choline Bitartrate/Folic Acid/Fursultiamine/Hydroxocobalamin/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Γ-Oryzanol
972	Ascorbic Acid/Choline Bitartrate/Folic Acid/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
973	Ascorbic Acid/Choline Bitartrate/Folic Acid/Hydroxocobalamin/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol
974	Ascorbic Acid/Choline Bitartrate/Folic Acid/L-Cysteine/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Ursodeoxycholic Acid
975	Ascorbic Acid/Choline Bitartrate/Fursultiamine/Hydroxocobalamin/Pyridoxine/Retinol/Riboflavin/Tocopherol
976	Ascorbic Acid/Choline Tartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Zinc Oxide/Γ-Oryzanol
977	Ascorbic Acid/Chondroitin Sulfate/Fursultiamine/Hydroxocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Γ-Oryzanol
978	Ascorbic Acid/Chromium Yeast/Cyanocobalamin/Folic Acid/Magnesium Oxide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Ubidecarenone/Zinc Oxide
979	Ascorbic Acid/Chromium Yeast/Selenium Yeast
980	Ascorbic Acid/Chromium Yeast/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
981	Ascorbic Acid/Coix Seed/D-Α-Tocopherol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin
982	Ascorbic Acid/Copper Sodium Chlorophyllin/Lysozyme/Tocopherol
983	Ascorbic Acid/Cupric Oxide/Cyanocobalamin/Dibasic Sodium Phosphate/Ergocalciferol/Ferrous Sulfate/Ginseng/Lecithin/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Vitamin A/Zinc Oxide
984	Ascorbic Acid/Cupric Oxide/Cyanocobalamin/Fursultiamine/Manganese Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide/Β-Carote
985	Ascorbic Acid/Cupric Oxide/Cyanocobalamin/Fursultiamine/Manganese Sulfate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Β-Carotene/Γ-Oryzanol
986	Ascorbic Acid/Cupric Oxide/Cyanocobalamin/Manganese Sulfate/Pyridoxine/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Sulfate/Β-Carotene/Γ-Oryzanol
987	Ascorbic Acid/Cupric Oxide/Manganese Sulfate/Pantothenate/Selenium/Tocopherol/Zinc Oxide/Β-Carotene
988	Ascorbic Acid/Cupric Oxide/Manganese Sulfate/Red Ginseng/Selenium/Tocopherol/Zinc Oxide/Β-Carotene
989	Ascorbic Acid/Cupric Oxide/Manganese Sulfate/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
990	Ascorbic Acid/Cupric Oxide/Manganese Sulfate/Selenium/Tocopherol/Zinc Oxide/Β-Carotene
991	Ascorbic Acid/Cupric Oxide/Manganese Sulfate/Selenium/Vitamin E/Zinc Oxide/Β-Carotene
992	Ascorbic Acid/Cupric Oxide/Sodium Selenate/Tocopherol/Zinc Oxide/Β-Carotene
993	Ascorbic Acid/Cupric Oxide/Tocopherol/Zinc Oxide/Β-Carotene
994	Ascorbic Acid/Cupric Sulfate/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide
995	Ascorbic Acid/Cupric Sulfate/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide
996	Ascorbic Acid/Cupric Sulfate/Cyanocobalamin/Ferrous Gluconate/Folic Acid/Manganese Sulfate
997	Ascorbic Acid/Cupric Sulfate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
998	Ascorbic Acid/Cupric Sulfate/Magnesium Oxide/Manganese Sulfate/Retinol/Selenium Yeast/Tocopherol/Zinc Oxide
999	Ascorbic Acid/Cupric Sulfate/Manganese Sulfate/Selenium/Tocopherol/Zinc Oxide/Β-Carotene
1000	Ascorbic Acid/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Ergocalciferol/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Sulfate
1001	Ascorbic Acid/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Ergocalciferol/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Sulfate
1002	Ascorbic Acid/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Ergocalciferol/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodesoxycholic Acid/Zinc Sulfate
1003	Ascorbic Acid/Cyanocobalamin/D-Α-Tocopherol/Folic Acid/Pyridoxine/Selenium Yeast/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
1004	Ascorbic Acid/Cyanocobalamin/Dibasic Calcium Phosphate/Ergocalciferol/Ferrous Fumarate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Sulfate
1005	Ascorbic Acid/Cyanocobalamin/Dibasic Calcium Phosphate/Folic Acid/Fursultiamine/Magnesium Oxide/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
1006	Ascorbic Acid/Cyanocobalamin/Dl-Methionine/Ergocalciferol/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol
1007	Ascorbic Acid/Cyanocobalamin/Dl-Methionine/Ergocalciferol/Folic Acid/L-Isoleucine/L-Leucine/L-Lysine/L-Phenylalanine/L-Threonine/L-Tryptophan/L-Valine/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1008	Ascorbic Acid/Cyanocobalamin/Ergocalciferol/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1009	Ascorbic Acid/Cyanocobalamin/Ergocalciferol/Folic Acid/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine
1010	Ascorbic Acid/Cyanocobalamin/Ergocalciferol/Folic Acid/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1011	Ascorbic Acid/Cyanocobalamin/Ergocalciferol/Folic Acid/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol
1012	Ascorbic Acid/Cyanocobalamin/Ergocalciferol/Folic Acid/Nicotinamide/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Vitamin A/Γ-Oryzanol
1013	Ascorbic Acid/Cyanocobalamin/Ferrous Fumarate/Folic Acid
1014	Ascorbic Acid/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Ubidecarenone
1015	Ascorbic Acid/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol
1016	Ascorbic Acid/Cyanocobalamin/Ferrous Fumarate/Magnesium Oxide/Pantothenate/Pyridoxine/Red Ginseng/Γ-Oryzanol
1017	Ascorbic Acid/Cyanocobalamin/Ferrous Gluconate Hydrate/Folic Acid/Nicotinamide/Orotic Acid/Pyridoxine
1018	Ascorbic Acid/Cyanocobalamin/Ferrous Gluconate/Folic Acid
1019	Ascorbic Acid/Cyanocobalamin/Ferrous Gluconate/Folic Acid/Nicotinamide/Orotic Acid/Pyridoxine
1020	Ascorbic Acid/Cyanocobalamin/Ferrous Sulfate/Folic Acid
1021	Ascorbic Acid/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Nicotinamide/Orotic Acid/Pyridoxine
1022	Ascorbic Acid/Cyanocobalamin/Folic Acid/Fursultiamine/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Sulfate
1023	Ascorbic Acid/Cyanocobalamin/Folic Acid/Fursultiamine/Magnesium Oxide/Nicotinamide/Polysaccharide Iron Complex/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide
1024	Ascorbic Acid/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
1025	Ascorbic Acid/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Sulfate
1026	Ascorbic Acid/Cyanocobalamin/Folic Acid/Magnesium Oxide/Pantothenate/Pyridoxine/홍삼
1027	Ascorbic Acid/Cyanocobalamin/Folic Acid/Magnesium Oxide/Pantothenate/Pyridoxine/Red Ginseng
1028	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
1029	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
1030	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Sulfate
1031	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol
1032	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide
1033	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
1034	Ascorbic Acid/Cyanocobalamin/Folic Acid/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
1035	Ascorbic Acid/Cyanocobalamin/Folic Acid/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Sulfate
1036	Ascorbic Acid/Cyanocobalamin/Folic Acid/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
1037	Ascorbic Acid/Cyanocobalamin/Folic Acid/Polysaccharide Iron Complex/Pyridoxine
1038	Ascorbic Acid/Cyanocobalamin/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxal Phosphate/Retinol/Riboflavin/Selenium/Tocopherol
1039	Ascorbic Acid/Cyanocobalamin/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
1040	Ascorbic Acid/Cyanocobalamin/Fursultiamine/Pyridoxine/Riboflavin/Tocopherol
1041	Ascorbic Acid/Cyanocobalamin/Fursultiamine/Retinol/Selenium Yeast/Tocopherol/Γ-Oryzanol
1042	Ascorbic Acid/Cyanocobalamin/Magnesium Oxide/Pantothenate/Pyridoxine/Zinc Oxide
1043	Ascorbic Acid/Cyanocobalamin/Manganese Sulfate/Pyridoxine/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Sulfate/Β-Carotene/Γ-Oryzanol
1044	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol
1045	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine
1046	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol
1047	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Vitamin A
1048	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
1049	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Thiamine/Tocopherol
1050	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Royal Jelly/Thiamine/Tocopherol
1051	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
1052	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Β-Carotene
1053	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium/Thiamine/Tocopherol
1054	Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol
1055	Ascorbic Acid/D-Α Tocopherol/L-Cysteine/Pantothenate/Riboflavin
1056	Ascorbic Acid/D-Α-Tocopherol/L-Cysteine/Pantothenate/Riboflavin
1057	Ascorbic Acid/D-Α-Tocopherol/L-Cysteine/Pyridoxine/Riboflavin
1058	Ascorbic Acid/D-Α-Tocopherol/Riboflavin/Thiamine/Ursodeoxycholic Acid/Γ-Oryzanol
1059	Ascorbic Acid/D-Α-Tocopherol/Selenium Yeast/Β-Carotene
1060	Ascorbic Acid/Dexpanthenol/Ergocalciferol/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1061	Ascorbic Acid/Dibasic Calcium Phosphate/Ergocalciferol/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1062	Ascorbic Acid/Eburnamonine
1063	Ascorbic Acid/Ergocalciferol/Ferrous Fumarate/Manganese Sulfate/Nicotinamide/Oyster Shell/Pyridoxine/Retinol/Riboflavin/Thiamine/Zinc Sulfate
1064	Ascorbic Acid/Ergocalciferol/Ferrous Sulfate/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Tricalcium Phosphate/Zinc Sulfate
1065	Ascorbic Acid/Ergocalciferol/Folic Acid/Isoleucine/Leucine/Lysine/Methionine/Nicotinamide/Pantothenate/Phenylalanine/Pyridoxine/Riboflavin/Thiamine/Threonine
1066	Ascorbic Acid/Ergocalciferol/Folic Acid/Nicotinamide/Riboflavin/Thiamine/Tocopherol/Vitamin A/Γ-Oryzanol
1067	Ascorbic Acid/Ergocalciferol/Nicotinamide/Retinol/Riboflavin/Thiamine
1068	Ascorbic Acid/Ergocalciferol/Nicotinamide/Riboflavin/Thiamine/Vitamin A
1069	Ascorbic Acid/Ferrous Fumarate/Ferrous Gluconate/Folic Acid
1070	Ascorbic Acid/Ferrous Fumarate/Manganese Sulfate/Nicotinamide/Oyster Shell/Pyridoxine/Retinol/Riboflavin/Thiamine/Zinc Sulfate
1071	Ascorbic Acid/Folic Acid/Fursultiamine/Hydroxocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
1072	Ascorbic Acid/Folic Acid/Magnesium Oxide/Selenium Yeast/Tocopherol
1073	Ascorbic Acid/Folic Acid/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Β-Carotene
1074	Ascorbic Acid/Folic Acid/Pyridoxine/Riboflavin/Thiamine
1075	Ascorbic Acid/Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol
1076	Ascorbic Acid/Fursultiamine/Pyridoxine/Riboflavin/Tocopherol
1077	Ascorbic Acid/Fursultiamine/Selenium/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
1078	Ascorbic Acid/Ginseng/Nicotinamide/Pyridoxine/Riboflavin/Thiamine/Tocopherol
1079	Ascorbic Acid/Ginseng/Pyridoxine/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid
1080	Ascorbic Acid/Ginseng/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid
1081	Ascorbic Acid/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin/Thiamine/Tocopherol
1082	Ascorbic Acid/L-Arginine-L-Aspartate
1083	Ascorbic Acid/L-Cysteine/Nicotinamide/Pantothenate/Pyridoxine
1084	Ascorbic Acid/L-Cysteine/Nicotinamide/Pyridoxine/Tocopherol
1085	Ascorbic Acid/L-Cysteine/Pantothenate
1086	Ascorbic Acid/L-Cysteine/Pantothenate/Pyridoxine/Riboflavin/Tocopherol
1087	Ascorbic Acid/L-Cysteine/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol
1088	Ascorbic Acid/L-Cysteine/Pantothenate/Pyridoxine/Tranexamic Acid
1089	Ascorbic Acid/L-Cysteine/Pantothenate/Riboflavin/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid
1090	Ascorbic Acid/L-Cysteine/Pantothenate/Riboflavin/Tocopherol
1091	Ascorbic Acid/L-Cysteine/Pantothenate/Riboflavin/Tocopherol/Ubidecarenone
1092	Ascorbic Acid/L-Cysteine/Pantothenate/Ubidecarenone
1093	Ascorbic Acid/L-Cysteine/Tocopherol/Ubidecarenone
1094	Ascorbic Acid/L-Cysteine/Ubidecarenone
1095	Ascorbic Acid/L-Cystine/Pantothenate
1096	Ascorbic Acid/Magnesium Oxide/Selenium/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
1097	Ascorbic Acid/Manganese Sulfate/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
1098	Ascorbic Acid/Manganese Sulfate/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
1099	Ascorbic Acid/Manganese Sulfate/Selenium/Tocopherol/Zinc Oxide/Β-Carotene
1100	Ascorbic Acid/Nicotinamide/Orotic Acid/Pantothenate/Pyridoxine/Riboflavin/Tocopherol
1101	Ascorbic Acid/Nicotinamide/Panthenol/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1102	Ascorbic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Sodium Ascorbate
1103	Ascorbic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol
1104	Ascorbic Acid/Nicotinamide/Phytonadione/Thiamine
1105	Ascorbic Acid/Nicotinamide/Pyridoxine/Red Ginseng/Riboflavin/Royal Jelly/Selenium/Thiamine/Tocopherol/Ubidecarenone/Β-Carotene
1106	Ascorbic Acid/Nicotinamide/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
1107	Ascorbic Acid/Nicotinamide/Pyridoxine/Retinol/Selenium Yeast/Tocopherol/Ubidecarenone
1108	Ascorbic Acid/Nicotinamide/Pyridoxine/Riboflavin
1109	Ascorbic Acid/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
1110	Ascorbic Acid/Nicotinamide/Pyridoxine/Riboflavin/Tocopherol
1111	Ascorbic Acid/Nicotinamide/Pyridoxine/Riboflavin/Ubidecarenone
1112	Ascorbic Acid/Orotic Acid/Pantothenate/Pyridoxine/Riboflavin/Sodium Ascorbate/Tocopherol
1113	Ascorbic Acid/Orotic Acid/Pantothenate/Pyridoxine/Riboflavin/Tocopherol
1114	Ascorbic Acid/Orotic Acid/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Γ-Oryzanol
1115	Ascorbic Acid/Pantothenate/Pyridoxine/Riboflavin/Tocopherol
1116	Ascorbic Acid/Polyethylene Glycol 3350/Potassium Chloride/Sodium Ascorbate/Sodium Chloride/Sodium Sulfate
1117	Ascorbic Acid/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene/Γ-Oryzanol
1118	Ascorbic Acid/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Β-Carotene/Γ-Oryzanol
1119	Ascorbic Acid/Pyridoxine/Riboflavin/Selenium/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
1120	Ascorbic Acid/Pyridoxine/Riboflavin/Thiamine
1121	Ascorbic Acid/Pyridoxine/Riboflavin/Thiamine/Tocopherol
1122	Ascorbic Acid/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Ubidecarenone
1123	Ascorbic Acid/Pyridoxine/Riboflavin/Tocopherol
1124	Ascorbic Acid/Pyridoxine/Riboflavin/Ubidecarenone
1125	Ascorbic Acid/Retinol/Selenium Yeast/Tocopherol
1126	Ascorbic Acid/Riboflavin
1127	Ascorbic Acid/Riboflavin/Streptococcus Faecium/Thiamine
1128	Ascorbic Acid/Riboflavin/Thiamine/Tocopherol/Ursodeoxycholic Acid/Γ-Oryzanol
1129	Ascorbic Acid/Riboflavin/Thiamine/Zinc Oxide
1130	Ascorbic Acid/Riboflavin/Tocopherol
1131	Ascorbic Acid/Royal Jelly/Tocopherol
1132	Ascorbic Acid/Selenium Yeast/Sodium Ascorbate
1133	Ascorbic Acid/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
1134	Ascorbic Acid/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
1135	Ascorbic Acid/Selenium Yeast/Tocopherol/Ubidecarenone
1136	Ascorbic Acid/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
