ing_form_id	ing_name_eng	ing_name_kr	form	desc_id	note	ing_id_id
1831	Calcium Chloride/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Magnesium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/염화마그네슘/염화나트륨/락트산나트륨	주사제/관류액 등			1591
1832	Calcium Chloride/Histidine/Magnesium Chloride/Manitol/Potassium Chloride/Sodium Chloride/Tryptophan	염화칼슘/히스티딘/염화마그네슘/만니톨/염화칼륨/염화나트륨/트립토판	주사제/관류액 등			1592
1833	Calcium Chloride/Hydroxyethyl Starch/Magnesium Chloride/Malic Acid/Potassium Chloride/Sodium Acetate/Sodium Chloride	염화칼슘/히드록시에틸전분/염화마그네슘/말산/염화칼륨/아세트산나트륨/염화나트륨	주사제/주사제			1593
1834	Calcium Chloride/Icodextrin/Magnesium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/아이코덱스트린/염화마그네슘/염화나트륨/락트산나트륨	주사제/관류액 등			1594
1835	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Acetate/Sodium Chloride	염화칼슘/염화마그네슘/염화칼륨/아세트산나트륨/염화나트륨	주사제/주사제			1595
1836	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Acetate/Sodium Chloride	염화칼슘/염화마그네슘/염화칼륨/아세트산나트륨/염화나트륨	주사제/관류액 등			1595
1837	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Acetate/Sodium Chloride/Sodium Citrate	염화칼슘/염화마그네슘/염화칼륨/아세트산나트륨/염화나트륨/시트르산나트륨	외용제/관류액 등			1596
1838	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/염화마그네슘/염화칼륨/염화나트륨	주사제/관류액 등			1597
1839	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/염화마그네슘/염화칼륨/염화나트륨	외용제/크림제, 겔제, 젤리			1597
1840	Calcium Chloride/Magnesium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/염화마그네슘/염화칼륨/염화나트륨	외용제/액제			1597
1841	Calcium Chloride/Magnesium Chloride/Sodium Bicarbonate/Sodium Chloride/Sodium Lactate	염화칼슘/염화마그네슘/탄산수소나트륨/염화나트륨/락트산나트륨	주사제/관류액 등			1598
1842	Calcium Chloride/Maltose/Potassium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/말토오스/염화칼륨/염화나트륨/락트산나트륨	주사제/주사제			1599
1843	Calcium Chloride/Potassium Chloride/Sodium Chloride	염화칼슘/염화칼륨/염화나트륨	주사제/주사제			1600
1844	Calcium Chloride/Potassium Chloride/Sodium Chloride/Sodium Lactate	염화칼슘/염화칼륨/염화나트륨/락트산나트륨	주사제/주사제			1601
1845	Calcium Folinate	폴리네이트칼슘	내복제/정제, 저작정			1602
1846	Calcium Folinate	폴리네이트칼슘	주사제/주사제			1602
1847	Calcium Folinate/Co-Enzymeb12/L-Arginine/L-Glutamine/L-Phosphoserine/L-Phosphothreonine	폴리네이트칼슘/Co-Enzymeb12/L-아르기닌/L-글루타민/L-포스포세린/L-Phospho트레오닌	내복제/액제			1603
1848	Calcium Folinate/Cobamamide/L-Arginine-L-Glutamate	폴리네이트칼슘/코바마미드/L-아르기닌-L-Glutamate	내복제/액제			1604
1849	Calcium Folinate/Cyanocobalamin/Dexpanthenol/Nicotinamide/Pyridoxine/Riboflavin/Thiamine	폴리네이트칼슘/시아노코발라민/덱스판테놀/니코틴산아미드/피리독신/리보플라빈/티아민	내복제/액제			1605
1850	Calcium Folinate/Cyanocobalamin/Nicotinamide/Riboflavin/Thiamine	폴리네이트칼슘/시아노코발라민/니코틴산아미드/리보플라빈/티아민	내복제/액제			1606
1851	Calcium Folinate/Sodium Ferric Gluconate	폴리네이트칼슘/Sodium Ferric Gluconate	내복제/액제			1607
1852	Calcium Folinate/Sodium Ferric Gluconate Complex	폴리네이트칼슘/글루콘산제이철나트륨복염	내복제/액제			1608
1853	Calcium Gluconate	글루콘산칼슘	주사제/주사제			1609
1854	Calcium Gluconate/Calcium Hydrogen Phosphate Dihydrate/Ergocalciferol	글루콘산칼슘/칼슘 Hydrogen Phosphate Dihydrate/에르고칼시페롤	내복제/연질캡슐제			1610
1855	Calcium Gluconate/Calcium Hydrogen Phosphate/Ergocalciferol	글루콘산칼슘/칼슘 Hydrogen Phosphate/에르고칼시페롤	내복제/연질캡슐제			1611
1856	Calcium Gluconate/Cholecalciferol/Dibasic Calcium Phosphate	글루콘산칼슘/콜레칼시페롤/인산수소칼슘	내복제/연질캡슐제			1612
1857	Calcium Gluconate/Cholecalciferol/Dibasic Calcium Phosphate/Magnesium Oxide	글루콘산칼슘/콜레칼시페롤/인산수소칼슘/산화마그네슘	내복제/연질캡슐제			1613
1858	Calcium Gluconate/Cholecalciferol/Nicotinic Acid	글루콘산칼슘/콜레칼시페롤/니코틴산	내복제/정제, 저작정			1614
1859	Calcium Lactate/Calcium Phosphate/Cyanocobalamin/Ergocalciferol/L-Lysine/Pyridoxine/Taurine/Thiamine	락트산칼슘/인산칼슘/시아노코발라민/에르고칼시페롤/L-리신/피리독신/타우린/티아민	내복제/정제, 저작정			1615
1860	Calcium Lactate/Cyanocobalamin/Dibasic Calcium Phosphate/Ergocalciferol/Lysine/Pyridoxine/Taurine/Thiamine	락트산칼슘/시아노코발라민/인산수소칼슘/에르고칼시페롤/리신/피리독신/타우린/티아민	내복제/정제, 저작정			1616
1861	Calcium Phosphate/Cholecalciferol	인산칼슘/콜레칼시페롤	내복제/현탁제, 현탁액용정제, 현탁액용산제			1617
1862	Calcium Phosphate/Cholecalciferol/Phytonadione/Pyridoxine/Riboflavin/Thiamine/Tocopherol	인산칼슘/콜레칼시페롤/피토나디온/피리독신/리보플라빈/티아민/토코페롤	내복제/정제, 저작정			1618
1863	Calcium Polycarbophil	폴리카르보필칼슘	내복제/정제, 저작정	114		1619
1864	Calcium Polystyrene Sulfonate	폴리스티렌설폰산칼슘	내복제/크림제, 겔제, 젤리			1620
1865	Calcium Polystyrene Sulfonate	폴리스티렌설폰산칼슘	내복제/과립제, 세립			1620
1866	Calcium Polystyrene Sulfonate	폴리스티렌설폰산칼슘	내복제/산제			1620
1867	Calcium Polystyrene Sulfonate	폴리스티렌설폰산칼슘	내복제/현탁제, 현탁액용정제, 현탁액용산제			1620
1868	Calcium Polystyrene Sulfonate	폴리스티렌설폰산칼슘	외용제/현탁제, 현탁액용정제, 현탁액용산제			1620
1869	Calcium Sennoside/Glycyrrhiza	센노시드칼슘/감초	내복제/정제, 저작정			1621
1870	Calcium/Calcium Ascorbate/Ergocalciferol/Retinol	칼슘/아스코르브산칼슘/에르고칼시페롤/레티놀	내복제/정제, 저작정			1622
1871	Calcium/Calcium Gluconate/Calcium Lactate/Ergocalciferol	칼슘/글루콘산칼슘/락트산칼슘/에르고칼시페롤	내복제/정제, 저작정			1623
1872	Calcium/Calcium Lactate/Dibasic Calcium Phosphate/Pyridoxine/Thiamine	칼슘/락트산칼슘/인산수소칼슘/피리독신/티아민	내복제/정제, 저작정			1624
1873	Calcium/Cholecalciferol	칼슘/콜레칼시페롤	내복제/연질캡슐제	115		1625
1874	Calcium/Cholecalciferol	칼슘/콜레칼시페롤	내복제/정제, 저작정	115		1625
1875	Calcium/Cholecalciferol/Cupric Sulfate/Magnesium Oxide/Manganese Sulfate/Zinc Oxide	칼슘/콜레칼시페롤/황산제이구리/산화마그네슘/황산망간/산화아연	내복제/정제, 저작정			1626
1876	Calcium/Cholecalciferol/Cyanocobalamin/Folic Acid	칼슘/콜레칼시페롤/시아노코발라민/폴산	내복제/정제, 저작정			1627
1877	Calcium/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide	칼슘/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘	내복제/정제, 저작정			1628
1878	Calcium/Cholecalciferol/Magnesium Lactate/Selenium Yeast/Zinc Sulfate	칼슘/콜레칼시페롤/락트산마그네슘/셀레늄함유효모/황산아연	내복제/정제, 저작정			1629
1879	Calcium/Cholecalciferol/Magnesium Oxide	칼슘/콜레칼시페롤/산화마그네슘	내복제/연질캡슐제			1630
1880	Calcium/Cholecalciferol/Magnesium Oxide	칼슘/콜레칼시페롤/산화마그네슘	내복제/정제, 저작정			1630
1881	Calcium/Cholecalciferol/Magnesium Oxide/Selenium Yeast/Zinc Oxide	칼슘/콜레칼시페롤/산화마그네슘/셀레늄함유효모/산화아연	내복제/정제, 저작정			1631
1882	Calcium/Chromium Yeast/Ergocalciferol/Magnesium Oxide/Riboflavin/Selenium Yeast/Thiamine/Tocopherol	칼슘/크롬함유효모/에르고칼시페롤/산화마그네슘/리보플라빈/셀레늄함유효모/티아민/토코페롤	내복제/정제, 저작정			1632
1883	Calcium/Cinnamon Bark/Clove/Fennel/Ginger/Ginseng/Glycyrrhiza/Hydrotalcite/L-Menthol/Magnesium Aluminosilicate/Phellodendron Bark/Scopolia	칼슘/계피/정향/회향/건강/인삼/감초/히드로탈시트/L-멘톨/규산알루민산마그네슘/황백/스코폴리아	내복제/정제, 저작정			1633
1884	Calcium/Cupric Oxide/Magnesium Oxide/Manganese Sulfate/Vitamin D3/Zinc Oxide	칼슘/산화제이구리/산화마그네슘/황산망간/비타민 D3/산화아연	내복제/정제, 저작정			1634
1885	Calcium/Diastase·Protease·Cellulase2000Iv/Glycyrrhiza/Lipase Ii/Magnesium Aluminometasilicate/Scopolia/Sodium Bicarbonate/Trimebutine	칼슘/디아스타제·Protease·셀룰라제2000Iv/감초/리파제 Ii/메타규산알루민산마그네슘/스코폴리아/탄산수소나트륨/트리메부틴	내복제/정제, 저작정			1635
1886	Calcium/Echinacea/Fucus Vesiculosus/Lachesis/Silicea/Thiamine/Yeast	칼슘/에키나시야근/Fucus Vesiculosus/Lachesis/Silicea/티아민/효모	내복제/정제, 저작정			1636
1887	Calcium/Ergocalciferol	칼슘/에르고칼시페롤	내복제/정제, 저작정			1637
1888	Calcium/Famotidine/Magnesium Hydroxide	칼슘/파모티딘/수산화마그네슘	내복제/정제, 저작정			1638
1889	Calcium/L-Menthol/Magnesium Hydroxide	칼슘/L-멘톨/수산화마그네슘	내복제/정제, 저작정			1639
1890	Calcium/Magnesium Carbonate/Magnesium Hydroxide/Simethicone	칼슘/탄산마그네슘/수산화마그네슘/시메티콘	내복제/정제, 저작정			1640
1891	Calcium/Magnesium Hydroxide	칼슘/수산화마그네슘	내복제/정제, 저작정			1641
1892	Calcium/Magnesium Oxide	칼슘/산화마그네슘	내복제/정제, 저작정			1642
1893	Calcium/Sodium Alginate/Sodium Bicarbonate	칼슘/알긴산나트륨/탄산수소나트륨	내복제/과립제, 세립			1643
1894	Calcium/Sodium Alginate/Sodium Bicarbonate	칼슘/알긴산나트륨/탄산수소나트륨	내복제/액제			1643
1895	Calcium/Sodium Alginate/Sodium Bicarbonate	칼슘/알긴산나트륨/탄산수소나트륨	내복제/현탁제, 현탁액용정제, 현탁액용산제			1643
1896	Calcium/Sodium Alginate/Sodium Bicarbonate	칼슘/알긴산나트륨/탄산수소나트륨	내복제/정제, 저작정			1643
1897	Camostat	카모스타트	내복제/정제, 저작정			1644
1898	Camphor/Capsicum/Gardenia Fruit/Glycol Salicylate/Glycyrrhizinic Acid/Phellodendron Bark/Tocopherol/Zanthoxylum Fruit	캄파/고추/치자/살리실산글리콜/글리시리진산/황백/토코페롤/산초	외용제/카타플라스마제			1645
1899	Camphor/Crotamiton/Dibucaine/Diphenhydramine/Glycyrrhetic Acid/Menthol	캄파/크로타미톤/디부카인/디펜히드라민/글리시레틴산/멘톨	외용제/크림제, 겔제, 젤리			1646
1900	Camphor/Crotamiton/Dibucaine/Diphenhydramine/Glycyrrhetic Acid/Menthol	캄파/크로타미톤/디부카인/디펜히드라민/글리시레틴산/멘톨	외용제/액제			1646
1901	Camphor/Diphenhydramine/Glycol Salicylate/L-Menthol/Methyl Salicylate/Thymol	캄파/디펜히드라민/살리실산글리콜/L-멘톨/살리실산메틸/티몰	외용제/에어로솔제			1647
1902	Camphor/Diphenhydramine/Glycol Salicylate/Menthol/Methyl Salicylate/Β-Butoxyethyl Nicotinate	캄파/디펜히드라민/살리실산글리콜/멘톨/살리실산메틸/Β-Butoxyethyl Nicotinate	외용제/리니멘트제			1648
1903	Camphor/Diphenhydramine/L-Menthol/Methyl Salicylate/Thymol	캄파/디펜히드라민/L-멘톨/살리실산메틸/티몰	외용제/경고제, 첩부제			1649
1904	Camphor/Diphenhydramine/Menthol/Methyl Salicylate/Thymol	캄파/디펜히드라민/멘톨/살리실산메틸/티몰	외용제/카타플라스마제			1650
1905	Camphor/Diphenhydramine/Menthol/Methyl Salicylate/Thymol/Vanillyl Nonylamide	캄파/디펜히드라민/멘톨/살리실산메틸/티몰/노닐산바닐아미드	외용제/카타플라스마제			1651
1906	Camphor/Diphenhydramine/Mentholg/Methyl Salicylate	캄파/디펜히드라민/멘톨/살리실산메틸	외용제/크림제, 겔제, 젤리			1652
1907	Camphor/Gardenia Fruit/Glycol Salicylate/Glycyrrhizinic Acid/L-Menthol/Phellodendron Bark/Tocopherol/Zanthoxylum Fruit	캄파/치자/살리실산글리콜/글리시리진산/L-멘톨/황백/토코페롤/산초	외용제/카타플라스마제			1653
1908	Camphor/Gardenia Fruit/Glycyrrhizinic Acid/L-Menthol/Methyl Salicylate/Phellodendron Bark/Zanthoxylum Fruit	캄파/치자/글리시리진산/L-멘톨/살리실산메틸/황백/산초	외용제/카타플라스마제			1654
1909	Camphor/Menthae Oil/Menthol/Methylsalicylate/Thymol	캄파/박하유/멘톨/살리실산메틸/티몰	외용제/카타플라스마제			1655
1910	Camphor/Menthol/Methyl Salicylate	캄파/멘톨/살리실산메틸	외용제/로션제			1656
1911	Camphor/Menthol/Methylsalicylate/Thymol	캄파/멘톨/살리실산메틸/티몰	외용제/카타플라스마제			1657
1912	Canagliflozin	카나글리플로진	내복제/정제, 저작정	116		1658
1913	Canakinumab	카나키누맙	주사제/주사제			1659
1914	Candesartan	칸데사르탄	내복제/정제, 저작정	117		1660
1915	Candesartan/Hydrochlorothiazide	칸데사르탄/히드로클로로티아지드	내복제/정제, 저작정			1661
1916	Candesartan/Rosuvastatin	칸데사르탄/로수바스타틴	내복제/정제, 저작정			1662
1917	Capecitabine	카페시타빈	내복제/정제, 저작정			1663
1918	Capsaicin	캡사이신	외용제/크림제, 겔제, 젤리			1664
1919	Capsicum/Gardenia Fruit	고추/치자	외용제/경고제, 첩부제			1665
1920	Capsicum/Glycine/L-Menthol/Sodium Bicarbonate	고추/글리신/L-멘톨/탄산수소나트륨	내복제/액제			1666
1921	Capsicum/Indometacin/Tocopherol	고추/인도메타신/토코페롤	외용제/카타플라스마제			1667
1922	Capsicum/L-Menthol	고추/L-멘톨	외용제/카타플라스마제			1668
1923	Capsicum/Methyl Salicylate	고추/살리실산메틸	외용제/카타플라스마제			1669
1924	Captopril	캅토프릴	내복제/정제, 저작정	118		1670
1925	Captopril/Hydrochlorothiazide	캅토프릴/히드로클로로티아지드	내복제/정제, 저작정			1671
1926	Caragenate/Lidocaine/Titanium Dioxide/Zinc Oxide	Caragenate/리도카인/Titanium Dioxide/산화아연	외용제/크림제, 겔제, 젤리			1672
1927	Caraway Oil/Peppermint Oil	Caraway Oil/Peppermint Oil	내복제/연질캡슐제			1673
1928	Carbachol	카르바콜	주사제/주사제	119		1674
1929	Carbamazepine	카르바마제핀	내복제/시럽제, 건조시럽	120		1675
1930	Carbamazepine	카르바마제핀	내복제/정제, 저작정	120		1675
1931	Carbamazepine	카르바마제핀	내복제/서방형정제	120		1675
1932	Carbamide	카르바미드	외용제/크림제, 겔제, 젤리			1676
1933	Carbamide Peroxide/Sodium Fluoride	과산화카르바미드/플루오르화나트륨	외용제/크림제, 겔제, 젤리			1677
1934	Carbamide Peroxide/Sodium Fluoride	과산화카르바미드/플루오르화나트륨	외용제/겔제			1677
1935	Carbetocin	카르베토신	주사제/주사제			1678
1936	Carbidopa	카르비도파		121	ONLY_DESC	1679
1937	Carbidopa/Entacapone/Levodopa	카르비도파/엔타카폰/레보도파	내복제/정제, 저작정			1680
1938	Carbidopa/Levodopa	카르비도파/레보도파	내복제/크림제, 겔제, 젤리			1681
1939	Carbidopa/Levodopa	카르비도파/레보도파	내복제/정제, 저작정			1681
1940	Carbidopa/Levodopa	카르비도파/레보도파	내복제/서방형정제			1681
1941	Carbimazole	카르비마졸	내복제/정제, 저작정			1682
1942	Carbinoxamine/Dextromethorphan/Dl-Methylephedrine/Guaiacolsulfonate	카르비녹사민/덱스트로메토르판/DL-메틸에페드린/구아야콜설폰산	내복제/연질캡슐제			1683
1943	Carbinoxamine/Dextromethorphan/Glycyrrhizae/Guaiacolsulfonate/Methylephedrine/Noscapine/Platycodon	카르비녹사민/덱스트로메토르판/감초/구아야콜설폰산/메틸에페드린/노스카핀/길경	내복제/경질캡슐제			1684
1944	Carbinoxamine/Dextromethorphan/Guaiacolsulfonate/Methylephedrine	카르비녹사민/덱스트로메토르판/구아야콜설폰산/메틸에페드린	내복제/경질캡슐제			1685
1945	Carbinoxamine/Dextromethorphan/Guaiacolsulfonate/Methylephedrine/Noscapine	카르비녹사민/덱스트로메토르판/구아야콜설폰산/메틸에페드린/노스카핀	내복제/경질캡슐제			1686
1946	Carbocisteine	카르보시스테인	내복제/경질캡슐제	122		1687
1947	Carbocisteine	카르보시스테인	내복제/시럽제, 건조시럽	122		1687
1948	Carbomer	카보머	외용제/안연고제, 점안겔제			1688
1949	Carbonyl Iron	카르보닐철	내복제/정제, 저작정			1689
1950	Carboplatin	카르보플라틴	주사제/주사제			1690
1951	Carboxymethyl Cellulose	카르복시메틸셀룰로오스	외용제/점안제(점안액)			1691
1952	Carboxymethylcellulose/Gelatine/Paraffin/Pectin/Polyethylene Glycol 20000/Triamcinolone	카르복시메틸셀룰로오스/젤라틴/파라핀/펙틴/폴리에틸렌글리콜 20000/트리암시놀론	외용제/페이스트제			1692
1953	Carboxymethylcellulose/Glycerin	카르복시메틸셀룰로오스/글리세린	외용제/점안제(점안액)			1693
1954	Carboxymethylcellulose/Pantothenate	카르복시메틸셀룰로오스/판토텐산	내복제/정제, 저작정			1694
1955	CarboxymethylCysteine-S/Sobrerol	카르복시메칠시스테인-S/소브레롤	내복제/경질캡슐제			1695
1956	CarboxymethylCysteine-S/Sobrerol	카르복시메칠시스테인-S/소브레롤	내복제/시럽제, 건조시럽			1695
1957	Carduus Marianus/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine	카르두스마리아누스/시아노코발라민/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민	내복제/경질캡슐제			1696
1958	Carduus Marianus/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine	카르두스마리아누스/시아노코발라민/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민	내복제/연질캡슐제			1696
1959	Carduus Marianus/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Thiamine	카르두스마리아누스/시아노코발라민/니코틴산아미드/판토텐산/피리독신/티아민	내복제/연질캡슐제			1697
1960	Carduus Marianus/L-Methionine	카르두스마리아누스/L-메티오닌	내복제/정제, 저작정			1698
1961	Carfilzomib	카르필조밉	주사제/주사제			1699
1962	Carglumic Acid	카르글룸산	내복제/확산정, 속붕정, 구강붕해정			1700
1963	Cariprazine	Cariprazine		123	ONLY_DESC	1701
1964	Carisoprodol	Carisoprodol		124	ONLY_DESC	1702
1965	Carnitine	카르니틴	내복제/액제			1703
1966	Carnitine	카르니틴	내복제/산제			1703
1967	Carnitine	카르니틴	내복제/정제, 저작정			1703
1968	Carnitine	카르니틴	주사제/주사제			1703
1969	Caroverine	카로베린	주사제/주사제			1704
1970	Carraghenate/Titanium Oxide/Zinc Oxide	카라게네이트/산화티탄/산화아연	외용제/좌제			1705
1971	Carteolol	카르테올롤	내복제/정제, 저작정			1706
1972	Carteolol	카르테올롤	외용제/점안제(점안액)			1706
1973	Carvedilol	카르베딜롤	내복제/서방캡슐제	125		1707
1974	Carvedilol	카르베딜롤	내복제/정제, 저작정	125		1707
1975	Casanthranol/Docusate	카산트라놀/도큐세이트	내복제/연질캡슐제			1708
1976	Casein	카제인	내복제/연질캡슐제			1709
1977	Casein	카제인	내복제/정제, 저작정			1709
1978	Casein Hydrolysate/Fursultiamine/Lecithin/Pantothenate	카제인가수분해물/푸르설티아민/레시틴/판토텐산	내복제/연질캡슐제			1710
1979	Caspofungin	카스포펀진	주사제/주사제	126		1711
1980	Cefaclor	세파클러	내복제/경질캡슐제	127		1712
1981	Cefaclor	세파클러	내복제/과립제, 세립	127		1712
1982	Cefaclor	세파클러	내복제/시럽제, 건조시럽	127		1712
1983	Cefaclor	세파클러	내복제/서방형정제	127		1712
1984	Cefadroxil	세파드록실	내복제/경질캡슐제	128		1713
1985	Cefadroxil	세파드록실	내복제/시럽제, 건조시럽	128		1713
1986	Cefamandole	세파만돌	주사제/주사제			1714
1987	Cefatrizine	세파트리진	내복제/경질캡슐제			1715
1988	Cefatrizine	세파트리진	내복제/시럽제, 건조시럽			1715
1989	Cefazedone	세파제돈	주사제/주사제			1716
1990	Cefazolin	세파졸린	주사제/주사제	129		1717
1991	Cefbuperazone	세프부페라존	주사제/주사제			1718
1992	Cefcapene	세프카펜	내복제/과립제, 세립			1719
1993	Cefcapene	세프카펜	내복제/정제, 저작정			1719
1994	Cefdinir	세프디니르	내복제/경질캡슐제	130		1720
1995	Cefdinir	세프디니르	내복제/과립제, 세립	130		1720
1996	Cefditoren	세프디토렌	내복제/과립제, 세립	131		1721
1997	Cefditoren	세프디토렌	내복제/정제, 저작정	131		1721
1998	Cefepime	세페핌	주사제/주사제			1722
1999	Cefepime/L-Arginine	세페핌/L-아르기닌	주사제/주사제			1723
2000	Cefetamet Pivoxil	세페타메트피복실	내복제/산제			1724
2001	Cefetamet Pivoxil	세페타메트피복실	내복제/정제, 저작정			1724
2002	Cefixime	세픽심	내복제/경질캡슐제	132		1725
2003	Cefixime	세픽심	내복제/산제	132		1725
2004	Cefmenoxime	세프메녹심	주사제/주사제			1726
2005	Cefmetazole	세프메타졸	주사제/주사제			1727
2006	Cefmetazole/Sodium Chloride	세프메타졸/염화나트륨	주사제/주사제			1728
2007	Cefminox	세프미녹스	주사제/주사제			1729
2008	Cefodizime	세포디짐	주사제/주사제			1730
2009	Cefonicid	세포니시드	주사제/주사제			1731
2010	Cefoperazone	세포페라존	주사제/주사제			1732
2011	Cefoperazone/Sodium Chloride/Sulbactam	세포페라존/염화나트륨/설박탐	주사제/주사제			1733
2012	Cefoperazone/Sulbactam	세포페라존/설박탐	주사제/주사제			1734
2013	Cefotaxime	세포탁심	주사제/주사제	133		1735
2014	Cefotetan	세포테탄	주사제/주사제			1736
2015	Cefotetan/Sodium Chloride	세포테탄/염화나트륨	주사제/주사제			1737
2016	Cefotiam	세포티암	주사제/주사제			1738
2017	Cefotiam/Sodium Chloride	세포티암/염화나트륨	주사제/주사제			1739
2018	Cefoxitin	세폭시틴	주사제/주사제			1740
2019	Cefpiramide	세프피라미드	주사제/주사제			1741
2020	Cefpiramide/Sodium Chloride	세프피라미드/염화나트륨	주사제/주사제			1742
2021	Cefpirome	세프피롬	주사제/주사제			1743
2022	Cefpodoxime	세프포독심	내복제/시럽제, 건조시럽	134		1744
2023	Cefpodoxime	세프포독심	내복제/정제, 저작정	134		1744
2024	Cefprozil	세프프로질	내복제/시럽제, 건조시럽	135		1745
2025	Cefprozil	세프프로질	내복제/정제, 저작정	135		1745
2026	Cefradine	세프라딘	내복제/경질캡슐제			1746
2027	Cefradine	세프라딘	주사제/주사제			1746
2028	Cefroxadine	세프록사딘	내복제/경질캡슐제			1747
2029	Cefsulodin	세프수로딘	주사제/주사제			1748
2030	Ceftazidime	세프타지딤	주사제/주사제			1749
2031	Ceftezole	세프테졸	주사제/주사제			1750
2032	Ceftezole/Sodium Chloride	세프테졸/염화나트륨	주사제/주사제			1751
2033	Ceftibuten	세프티부텐	내복제/경질캡슐제	136		1752
2034	Ceftibuten	세프티부텐	내복제/시럽제, 건조시럽	136		1752
2035	Ceftizoxime	세프티족심	주사제/주사제			1753
2036	Ceftolozane/Tazobactam	세프톨로잔/타조박탐	주사제/주사제			1754
2037	Ceftriaxone	세프트리악손	주사제/주사제	137		1755
2038	Ceftriaxone/Sodium Chloride	세프트리악손/염화나트륨	주사제/주사제			1756
2039	Cefuroxime	세푸록심	내복제/시럽제, 건조시럽			1757
2040	Cefuroxime	세푸록심	내복제/정제, 저작정			1757
2041	Cefuroxime	세푸록심	주사제/주사제			1757
2042	Celecoxib	세레콕시브	내복제/경질캡슐제	138		1758
2043	Celecoxib	세레콕시브	내복제/정제, 저작정	138		1758
2044	Celiprolol	셀리프롤롤	내복제/정제, 저작정			1759
2045	Cellulase-Ap3 Ⅲ/Pancreatin/Ursodeoxycholic Acid	셀룰라제-Ap3 Ⅲ/판크레아틴/우르소데옥시콜산	내복제/장용정제			1760
2046	Cellulase-Ap3/Pancreatin/Simethicone/Ursodeoxycholic Acid	셀룰라제-Ap3/판크레아틴/시메티콘/우르소데옥시콜산	내복제/정제, 저작정			1761
2047	Cellulase-Ap3Ⅱ/Lipase Ⅱ/Panprosin	셀룰라제-Ap3Ⅱ/리파제 Ⅱ/판프로신	내복제/과립제, 세립			1762
2048	Cellulase/Ox Bile/Pancrease	셀룰라제/우담즙/판크레아제	내복제/정제, 저작정			1763
2049	Centella Asiatica	센텔라아시아티카	내복제/정제, 저작정			1764
2050	Centella Asiatica	센텔라아시아티카	외용제/산제			1764
2051	Centella Asiatica	센텔라아시아티카	외용제/경고제, 첩부제			1764
2052	Centella Asiatica/Hydrocortisone/Neomycin	센텔라아시아티카/히드로코르티손/네오마이신	외용제/연고제			1765
2053	Centella Asiatica/Neomycin	센텔라아시아티카/네오마이신	외용제/연고제			1766
2054	Centella Asiatica/Neomycin	센텔라아시아티카/네오마이신	외용제/연고제			1766
2055	Cephalexin	세팔렉신	내복제/경질캡슐제	139		1767
2056	Cephalothin	세팔로틴	주사제/주사제			1768
2057	Cephapirin	세파피린	주사제/주사제			1769
2058	Cerebrolysin	세레브로리신	주사제/주사제			1770
2059	Ceritinib	세리티닙	내복제/경질캡슐제			1771
2060	Cernitin Gbx/Cernitin-T60	세르니틴 Gbx/세르니틴-T60	내복제/연질캡슐제			1772
2061	Cernitin Gbx/Cernitin-T60	세르니틴 Gbx/세르니틴-T60	내복제/정제, 저작정			1772
2062	Cetirizine	세티리진	내복제/연질캡슐제	140		1773
2063	Cetirizine	세티리진	내복제/액제	140		1773
2064	Cetirizine	세티리진	내복제/정제, 저작정	140		1773
2065	Cetirizine/Pseudoephedrine	세티리진/슈도에페드린	내복제/경질캡슐제			1774
2066	Cetirizine/Pseudoephedrine	세티리진/슈도에페드린	내복제/정제, 저작정			1774
2067	Cetrimide	세트리미드	외용제/안연고제, 점안겔제			1775
2068	Cetrimide	세트리미드	외용제/점안제(점안액)			1775
2069	Cetrimide/Chlorhexidine	세트리미드/클로르헥시딘	외용제/크림제, 겔제, 젤리			1776
2070	Cetrorelix	세트로렐릭스	주사제/주사제	141		1777
2071	Cetuximab	세툭시맙	주사제/주사제			1778
2072	Cetylpyridinium	세틸피리디늄	내복제/정제, 저작정			1779
