id	created	modified	code	is_rep	name_en	name_kr	rep_code	one_liner
13357	2018-10-22 07:13:20.975648+00	2018-12-03 02:59:28.261788+00	Q72.4	f	Longitudinal reduction defect of femur	대퇴골의 종적 감소결손	Q72	
13344	2018-10-22 07:13:20.944363+00	2018-10-24 15:28:52.568045+00	Q71.1	f	Congenital absence of upper arm and forearm with h	손이 있는 위팔 및 아래팔의 선천결여	Q71	
13345	2018-10-22 07:13:20.946817+00	2018-10-24 15:28:52.875645+00	Q71.2	f	Congenital absence of both forearm and hand	아래팔 및 손 모두의 선천결여	Q71	
13346	2018-10-22 07:13:20.949175+00	2018-10-24 15:28:53.181921+00	Q71.3	f	Congenital absence of hand and finger(s)	손 및 손가락의 선천결여	Q71	
13347	2018-10-22 07:13:20.951659+00	2018-10-24 15:28:53.48917+00	Q71.4	f	Longitudinal reduction defect of radius	요골의 종적 감소결손	Q71	
13348	2018-10-22 07:13:20.954274+00	2018-10-24 15:28:53.796432+00	Q71.5	f	Longitudinal reduction defect of ulna	척골의 종적 감소결손	Q71	
13349	2018-10-22 07:13:20.956684+00	2018-10-24 15:28:54.087518+00	Q71.6	f	Lobster-claw hand	바다가재집게손	Q71	
13350	2018-10-22 07:13:20.958977+00	2018-10-24 15:28:54.371284+00	Q71.8	f	Other reduction defects of upper limb(s)	팔의 기타 감소결손	Q71	
13351	2018-10-22 07:13:20.961353+00	2018-10-24 15:28:54.649193+00	Q71.9	f	Reduction defect of upper limb, unspecified	팔의 상세불명의 감소결손	Q71	
13352	2018-10-22 07:13:20.963748+00	2018-12-03 02:56:30.705991+00	Q72	t	Reduction defects of lower limb	다리의 감소결손	Q72	
13353	2018-10-22 07:13:20.966135+00	2018-10-24 15:28:55.200448+00	Q72.0	f	Congenital complete absence of lower limb(s)	다리의 선천성 완전결여	Q72	
13354	2018-10-22 07:13:20.968465+00	2018-10-24 15:28:55.476871+00	Q72.1	f	Congenital absence of thigh and lower leg with foo	발이 있는 대퇴 및 하퇴의 선천결여	Q72	
13355	2018-10-22 07:13:20.970791+00	2018-10-24 15:28:55.757563+00	Q72.2	f	Congenital absence of both lower leg and foot	하퇴 및 발 모두의 선천결여	Q72	
13356	2018-10-22 07:13:20.97329+00	2018-10-24 15:28:56.254639+00	Q72.3	f	Congenital absence of foot and toe(s)	발 및 발가락의 선천결여	Q72	
13366	2018-10-22 07:13:20.99713+00	2018-12-03 03:01:09.281179+00	Q73.8	f	Other reduction defects of unspecified limb(s)	상세불명 사지의 기타 감소결손	Q73	
13358	2018-10-22 07:13:20.978001+00	2018-10-24 15:28:56.869135+00	Q72.5	f	Longitudinal reduction defect of tibia	경골의 종적 감소결손	Q72	
13359	2018-10-22 07:13:20.980392+00	2018-10-24 15:28:57.176123+00	Q72.6	f	Longitudinal reduction defect of fibula	비골의 종적 감소결손	Q72	
13360	2018-10-22 07:13:20.982653+00	2018-10-24 15:28:57.482832+00	Q72.7	f	Split foot	분리족	Q72	
13361	2018-10-22 07:13:20.984927+00	2018-10-24 15:28:57.763828+00	Q72.8	f	Other reduction defects of lower limb(s)	다리의 기타 감소결손	Q72	
13362	2018-10-22 07:13:20.987442+00	2018-10-24 15:28:58.099756+00	Q72.9	f	Reduction defect of lower limb, unspecified	다리의 상세불명의 감소결손	Q72	
13363	2018-10-22 07:13:20.989902+00	2018-10-24 15:28:58.405291+00	Q73	t	Reduction defects of unspecified limb	상세불명 사지의 감소결손	Q73	
13364	2018-10-22 07:13:20.992327+00	2018-10-24 15:28:58.712066+00	Q73.0	f	Congenital absence of unspecified limb(s)	상세불명 사지의 선천결여	Q73	
13365	2018-10-22 07:13:20.994818+00	2018-10-24 15:28:59.018564+00	Q73.1	f	Phocomelia, unspecified limb(s)	상세불명 사지의 바다표범사지증	Q73	
13370	2018-10-22 07:13:21.006469+00	2018-12-03 03:03:09.53998+00	Q74.2	f	Other congenital malformations of lower limb(s), i	골반대를 포함한 다리의 기타 선천기형	Q74	
13367	2018-10-22 07:13:20.99955+00	2018-10-24 15:28:59.58663+00	Q74	t	Other congenital malformations of limb(s)	사지의 기타 선천기형	Q74	
13371	2018-10-22 07:13:21.008803+00	2018-12-03 03:06:22.194494+00	Q74.3	f	Arthrogryposis multiplex congenita	선천성 다발관절만곡증	Q74	
13369	2018-10-22 07:13:21.004151+00	2018-10-24 15:29:00.150642+00	Q74.1	f	Congenital malformation of knee	무릎의 선천기형	Q74	
13368	2018-10-22 07:13:21.001798+00	2018-12-03 03:05:25.995739+00	Q74.0	f	Other congenital malformations of upper limb(s), i	견갑대를 포함한 팔의 기타 선천기형	Q74	
13375	2018-10-22 07:13:21.018808+00	2018-12-03 03:07:06.422333+00	Q75.0	f	Craniosynostosis	두개골유합	Q75	
13342	2018-10-22 07:13:20.939161+00	2018-12-03 02:55:24.53036+00	Q71	t	Reduction defects of upper limb	팔의 감소결손	Q71	
13373	2018-10-22 07:13:21.013899+00	2018-10-24 15:29:01.477+00	Q74.9	f	Unspecified congenital malformation of limb(s)	사지의 상세불명의 선천기형	Q74	
13374	2018-10-22 07:13:21.016392+00	2018-10-24 15:29:01.784516+00	Q75	t	Other congenital malformations of skull and face b	두개골 및 안면골의 기타 선천기형	Q75	
13329	2018-10-22 07:13:20.90576+00	2018-11-15 00:56:56.715944+00	Q68.8	f	Other specified congenital musculoskeletal deformi	기타 명시된 선천성 근골격변형	Q68	
13377	2018-10-22 07:13:21.023635+00	2018-10-24 15:29:02.705087+00	Q75.2	f	Hypertelorism	양안격리증	Q75	
13378	2018-10-22 07:13:21.026005+00	2018-10-24 15:29:02.991929+00	Q75.3	f	Macrocephaly	대두증	Q75	
13372	2018-10-22 07:13:21.011401+00	2018-12-03 02:54:41.337999+00	Q74.8	f	Other specified congenital malformations of limb(s	사지의 기타 명시된 선천기형	Q74	
13380	2018-10-22 07:13:21.030795+00	2018-10-24 15:29:03.629726+00	Q75.5	f	Oculomandibular dysostosis	안하악골이골증	Q75	
13381	2018-10-22 07:13:21.033051+00	2018-10-24 15:29:03.934569+00	Q75.8	f	Other specified congenital malformations of skull 	두개골 및 안면골의 기타 명시된 선천기형	Q75	
13330	2018-10-22 07:13:20.90817+00	2018-11-14 02:47:28.344318+00	Q69	t	Polydactyly	다지증	Q69	
13425	2018-10-22 07:13:21.140604+00	2018-10-22 07:13:21.140624+00	Q80-Q89	t	Other congenital malformations	기타 선천기형	Q80-Q89	
13383	2018-10-22 07:13:21.03829+00	2018-10-24 15:29:04.548596+00	Q76	t	Congenital malformations of spine and bony thorax	척추 및 골성 흉곽의 선천기형	Q76	
13384	2018-10-22 07:13:21.040793+00	2018-10-24 15:29:04.856313+00	Q76.0	f	Spina bifida occulta	잠재성 이분척추	Q76	
13397	2018-10-22 07:13:21.072124+00	2018-12-03 03:12:23.178333+00	Q77.2	f	Short rib syndrome	짧은늑골증후군	Q77	
13386	2018-10-22 07:13:21.045578+00	2018-10-24 15:29:05.4708+00	Q76.2	f	Congenital spondylolisthesis	선천성 척추전방전위증	Q76	
13407	2018-10-22 07:13:21.096447+00	2018-11-15 03:03:23.257352+00	Q78.1	f	Polyostotic fibrous dysplasia	다골성 섬유성 형성이상	Q78	
13388	2018-10-22 07:13:21.050656+00	2018-10-24 15:29:06.084724+00	Q76.4	f	Other congenital malformations of spine, not assoc	척주측만증과 관련 없는 척추의 기타 선천기형	Q76	
13389	2018-10-22 07:13:21.053118+00	2018-10-24 15:29:06.391797+00	Q76.5	f	Congenital malformation of cervical rib	경부늑골의 선천기형	Q76	
13390	2018-10-22 07:13:21.055425+00	2018-10-24 15:29:06.673202+00	Q76.6	f	Other congenital malformations of ribs	늑골의 기타 선천기형	Q76	
13391	2018-10-22 07:13:21.057834+00	2018-10-24 15:29:06.951352+00	Q76.7	f	Congenital malformation of sternum	흉골의 선천기형	Q76	
13392	2018-10-22 07:13:21.06019+00	2018-10-24 15:29:07.230255+00	Q76.8	f	Other congenital malformations of bony thorax	골성 흉곽의 기타 선천기형	Q76	
13393	2018-10-22 07:13:21.062714+00	2018-10-24 15:29:07.623961+00	Q76.9	f	Congenital malformation of bony thorax, unspecifie	골성 흉곽의 상세불명의 선천기형	Q76	
13411	2018-10-22 07:13:21.106627+00	2018-12-03 05:03:32.349035+00	Q78.5	f	Metaphyseal dysplasia	골간단형성이상	Q78	
13410	2018-10-22 07:13:21.103995+00	2018-12-03 05:01:55.621334+00	Q78.4	f	Enchondromatosis	내연골종증	Q78	
13434	2018-10-22 07:13:21.162373+00	2018-11-19 04:52:53.856727+00	Q81	t	Epidermolysis bullosa	수포성 표피박리증	Q81	
13398	2018-10-22 07:13:21.074642+00	2018-12-03 03:13:10.187019+00	Q77.3	f	Chondrodysplasia punctata	점상 연골형성이상	Q77	
13394	2018-10-22 07:13:21.065096+00	2018-11-14 02:45:18.182598+00	Q77	t	Osteochondrodysplasia with defects of growth of tu	관상골 및 척추의 성장결손을 동반한 골연골형성이상	Q77	
13428	2018-10-22 07:13:21.1477+00	2018-12-03 05:08:42.24443+00	Q80.1	f	X-linked ichthyosis	X-연관비늘증	Q80	
13420	2018-10-22 07:13:21.128846+00	2018-11-14 06:59:29.710485+00	Q79.4	f	Prune belly syndrome	말린자두배증후군	Q79	
13402	2018-10-22 07:13:21.084186+00	2018-12-03 03:16:45.764976+00	Q77.7	f	Spondyloepiphyseal dysplasia	척추골단형성이상	Q77	
13412	2018-10-22 07:13:21.108935+00	2018-12-03 05:04:19.623166+00	Q78.6	f	Multiple congenital exostoses	다발선천외골증	Q78	
13403	2018-10-22 07:13:21.086532+00	2018-12-03 04:59:28.282545+00	Q77.8	f	Other osteochondrodysplasia with defects of growth	관상골 및 척추의 성장결손을 동반한 기타 골연골형성이상	Q77	
13404	2018-10-22 07:13:21.089186+00	2018-10-24 15:29:10.975302+00	Q77.9	f	Osteochondrodysplasia with defects of growth of tu	관상골 및 척추의 성장결손을 동반한 상세불명의 골연골형성이상	Q77	
13422	2018-10-22 07:13:21.133516+00	2018-11-16 06:14:48.088658+00	Q79.6	f	Ehlers-Danlos syndrome	엘러스-단로스증후군	Q79	
13387	2018-10-22 07:13:21.048227+00	2018-11-15 00:57:54.949884+00	Q76.3	f	Congenital scoliosis due to congenital bony malfor	선천성 골기형으로 인한 선천성 척주측만증	Q76	
13405	2018-10-22 07:13:21.091751+00	2018-11-14 02:42:35.986152+00	Q78	t	Other osteochondrodysplasias	기타 골연골형성이상	Q78	
13401	2018-10-22 07:13:21.081826+00	2018-12-03 03:14:19.222709+00	Q77.6	f	Chondroectodermal dyplasia	연골외배엽형성이상	Q77	
13409	2018-10-22 07:13:21.101495+00	2018-12-03 05:00:36.479556+00	Q78.3	f	Progressive diaphyseal dysplasia	진행성 골간형성이상	Q78	
13396	2018-10-22 07:13:21.069756+00	2018-11-19 02:47:32.447944+00	Q77.1	f	Thanatophoric short stature	치사성 단신	Q77	
13400	2018-10-22 07:13:21.079398+00	2018-11-14 04:51:32.246162+00	Q77.5	f	Dystrophic dysplasia	디스트로피성 형성이상	Q77	
13413	2018-10-22 07:13:21.11143+00	2018-12-03 05:05:26.515771+00	Q78.8	f	Other specified osteochondrodysplasias	기타 명시된 골연골형성이상	Q78	
13385	2018-10-22 07:13:21.043213+00	2018-12-03 03:11:36.773495+00	Q76.1	f	Klippel-Feil syndrome	클리펠-파일증후군	Q76	
13408	2018-10-22 07:13:21.098925+00	2018-11-13 05:21:04.342189+00	Q78.2	f	Osteopetrosis	골화석증	Q78	
13415	2018-10-22 07:13:21.116613+00	2018-10-24 15:29:14.379714+00	Q79	t	Congenital malformations of musculoskeletal system	달리 분류되지 않은 근골격계통의 선천기형	Q79	
13417	2018-10-22 07:13:21.121516+00	2018-10-24 15:29:15.237256+00	Q79.1	f	Other congenital malformations of diaphragm	횡격막의 기타 선천기형	Q79	
13395	2018-10-22 07:13:21.067456+00	2018-11-02 09:42:15.996684+00	Q77.0	f	Achondrogenesis	연골무발생증	Q77	
13419	2018-10-22 07:13:21.126419+00	2018-10-24 15:29:15.791809+00	Q79.3	f	Gastroschisis	복벽파열증	Q79	
13406	2018-10-22 07:13:21.094126+00	2018-11-15 00:50:27.56677+00	Q78.0	f	Osteogenesis imperfecta	불완전골형성	Q78	
13421	2018-10-22 07:13:21.131124+00	2018-10-24 15:29:16.530226+00	Q79.5	f	Other congenital malformations of abdominal wall	복벽의 기타 선천기형	Q79	
13399	2018-10-22 07:13:21.077086+00	2018-11-16 06:23:24.185325+00	Q77.4	f	Achondroplasia	연골무형성증	Q77	
13414	2018-10-22 07:13:21.114038+00	2018-11-09 09:16:58.346377+00	Q78.9	f	Osteochondrodysplasia, unspecified	상세불명의 골연골형성이상	Q78	
13424	2018-10-22 07:13:21.138171+00	2018-10-24 15:29:17.451311+00	Q79.9	f	Congenital malformation of musculoskeletal system,	근골격계통의 상세불명의 선천기형	Q79	
13426	2018-10-22 07:13:21.143029+00	2018-10-24 15:29:17.758141+00	Q80	t	Congenital ichthyosis	선천비늘증	Q80	
13427	2018-10-22 07:13:21.145416+00	2018-10-24 15:29:18.065717+00	Q80.0	f	Ichthyosis vulgaris	보통비늘증	Q80	
13418	2018-10-22 07:13:21.124027+00	2018-12-03 05:11:51.481447+00	Q79.2	f	Exomphalos	배꼽내장탈장	Q79	
13429	2018-10-22 07:13:21.150207+00	2018-10-24 15:29:18.680149+00	Q80.2	f	Lamellar ichthyosis	층판비늘증	Q80	
13423	2018-10-22 07:13:21.135768+00	2018-12-03 05:07:02.462779+00	Q79.8	f	Other congenital malformations of musculoskeletal	근골격계통의 기타 선천기형	Q79	
13431	2018-10-22 07:13:21.155084+00	2018-10-24 15:29:19.236194+00	Q80.4	f	Harlequin fetus	할리퀸태아	Q80	
13432	2018-10-22 07:13:21.157454+00	2018-10-24 15:29:19.527466+00	Q80.8	f	Other congenital ichthyosis	기타 선천비늘증	Q80	
13433	2018-10-22 07:13:21.159847+00	2018-10-24 15:29:19.823668+00	Q80.9	f	Congenital ichthyosis, unspecified	상세불명의 선천비늘증	Q80	
13430	2018-10-22 07:13:21.152617+00	2018-11-19 04:54:07.898156+00	Q80.3	f	Congenital bullous ichthyosiform erythroderma	선천성 수포성 비늘모양홍색피부증	Q80	
13435	2018-10-22 07:13:21.164709+00	2018-10-24 15:29:20.525628+00	Q81.0	f	Epidermolysis bullosa simplex	단순 수포성 표피박리증	Q81	
13436	2018-10-22 07:13:21.167348+00	2018-10-24 15:29:20.83056+00	Q81.1	f	Epidermolysis bullosa letalis	치사성 수포성 표피박리증	Q81	
13437	2018-10-22 07:13:21.169874+00	2018-10-24 15:29:21.1379+00	Q81.2	f	Epidermolysis bullosa dystrophica	디스트로피성 수포성 표피박리증	Q81	
13438	2018-10-22 07:13:21.172252+00	2018-10-24 15:29:21.444402+00	Q81.8	f	Other epidermolysis bullosa	기타 수포성 표피박리증	Q81	
13416	2018-10-22 07:13:21.119026+00	2018-11-01 09:26:20.538618+00	Q79.0	f	Congenital diaphragmatic hernia	선천성 횡격막탈장	Q79	
13440	2018-10-22 07:13:21.177391+00	2018-10-24 15:29:22.061566+00	Q82	t	Other congenital malformations of skin	피부의 기타 선천기형	Q82	
13441	2018-10-22 07:13:21.179903+00	2018-10-24 15:29:22.366759+00	Q82.0	f	Hereditary lymphoedema	유전성 림프부종	Q82	
13444	2018-10-22 07:13:21.187284+00	2018-12-03 05:10:24.64408+00	Q82.3	f	Incontinentia pigmenti	색소실조증	Q82	
13467	2018-10-22 07:13:21.248204+00	2018-11-16 05:51:59.839437+00	Q85.0	f	Neurofibromatosis (nonmalignant)	신경섬유종증(비악성)	Q85	
13445	2018-10-22 07:13:21.189931+00	2018-12-03 05:12:35.995298+00	Q82.4	f	Ectodermal dysplasia (anhidrotic)	(무한성) 외배엽형성이상	Q82	
13447	2018-10-22 07:13:21.195055+00	2018-12-03 05:16:41.578724+00	Q82.8	f	Other specified congenital malformations of skin	피부의 기타 명시된 선천기형	Q82	
13446	2018-10-22 07:13:21.192404+00	2018-10-24 15:29:23.902435+00	Q82.5	f	Congenital non-neoplastic naevus	선천성 비신생물성 모반	Q82	
13469	2018-10-22 07:13:21.252939+00	2018-11-19 07:58:28.884029+00	Q85.8	f	Other phakomatoses, NEC	달리 분류되지 않은 기타 모반증	Q85	
13448	2018-10-22 07:13:21.197783+00	2018-10-24 15:29:24.516912+00	Q82.9	f	Congenital malformations of skin, unspecified	피부의 상세불명의 선천기형	Q82	
13449	2018-10-22 07:13:21.200461+00	2018-10-24 15:29:24.824562+00	Q83	t	Congenital malformations of breast	유방의 선천기형	Q83	
13450	2018-10-22 07:13:21.20291+00	2018-10-24 15:29:25.131454+00	Q83.0	f	Congenital absence of breast with absent nipple	유두결여를 동반한 선천성 유방결여	Q83	
13451	2018-10-22 07:13:21.207941+00	2018-10-24 15:29:25.438888+00	Q83.1	f	Accessory breast	부유방	Q83	
13452	2018-10-22 07:13:21.210409+00	2018-10-24 15:29:25.717014+00	Q83.2	f	Absent nipple	유두결여	Q83	
13453	2018-10-22 07:13:21.212846+00	2018-10-24 15:29:26.055287+00	Q83.3	f	Accessory nipple	부유두	Q83	
13454	2018-10-22 07:13:21.215178+00	2018-10-24 15:29:26.35112+00	Q83.8	f	Other congenital malformations of breast	유방의 기타 선천기형	Q83	
13455	2018-10-22 07:13:21.217835+00	2018-10-24 15:29:26.628038+00	Q83.9	f	Congenital malformation of breast, unspecified	유방의 상세불명의 선천기형	Q83	
13456	2018-10-22 07:13:21.220314+00	2018-10-24 15:29:26.910961+00	Q84	t	Other congenital malformations of integument	외피의 기타 선천기형	Q84	
13457	2018-10-22 07:13:21.222897+00	2018-10-24 15:29:27.194538+00	Q84.0	f	Congenital alopecia	선천탈모증	Q84	
13459	2018-10-22 07:13:21.227865+00	2018-10-24 15:29:27.897546+00	Q84.2	f	Other congenital malformations of hair	모발의 기타 선천기형	Q84	
13460	2018-10-22 07:13:21.230449+00	2018-10-24 15:29:28.203861+00	Q84.3	f	Anonychia	무조증(無爪症)	Q84	
13461	2018-10-22 07:13:21.232956+00	2018-10-24 15:29:28.511211+00	Q84.4	f	Congenital leukonychia	선천성 백색손발톱	Q84	
13462	2018-10-22 07:13:21.235456+00	2018-10-24 15:29:28.818471+00	Q84.5	f	Enlarged and hypertrophic nails	확대성 및 비대성 손발톱	Q84	
13463	2018-10-22 07:13:21.237827+00	2018-10-24 15:29:29.125729+00	Q84.6	f	Other congenital malformations of nails	손발톱의 기타 선천기형	Q84	
13464	2018-10-22 07:13:21.24097+00	2018-12-03 05:18:12.856069+00	Q84.8	f	Other specified congenital malformations of integu	외피의 기타 명시된 선천기형	Q84	
13465	2018-10-22 07:13:21.243368+00	2018-10-24 15:29:29.739515+00	Q84.9	f	Congenital malformations of integument, unspecifie	외피의 상세불명의 선천기형	Q84	
13466	2018-10-22 07:13:21.245831+00	2018-10-24 15:29:30.046496+00	Q85	t	Phakomatoses, NEC	달리 분류되지 않은 모반증	Q85	
13483	2018-10-22 07:13:21.287355+00	2018-11-16 05:54:09.988201+00	Q87.8	f	Other specified congenital malformation syndromes,	달리 분류되지 않은 기타 명시된 선천기형증후군	Q87	
13468	2018-10-22 07:13:21.250508+00	2018-10-24 15:29:30.663268+00	Q85.1	f	Tuberous sclerosis	결절성 경화증	Q85	
13477	2018-10-22 07:13:21.272593+00	2018-11-19 09:55:09.955341+00	Q87.0	f	Congenital malformation syndromes predominantly af	주로 얼굴형태에 영향을 주는 선천기형증후군	Q87	
13479	2018-10-22 07:13:21.277541+00	2018-11-16 07:44:56.164764+00	Q87.2	f	Congenital malformation syndromes predominantly in	주로 사지를 침범한 선천기형증후군	Q87	
13471	2018-10-22 07:13:21.257507+00	2018-10-24 15:29:31.513049+00	Q86	t	Congenital malformation syndromes due to known exo	달리 분류되지 않은 알려진 외인으로 인한 선천기형증후군	Q86	
13472	2018-10-22 07:13:21.259895+00	2018-11-09 08:03:30.090996+00	Q86.0	f	Fetal alcohol syndrome (dysmorphic)	(이상형태성) 태아알콜증후군	Q86	
13473	2018-10-22 07:13:21.262585+00	2018-10-24 15:29:32.199243+00	Q86.1	f	Fetal hydantoin syndrome	태아하이단토인증후군	Q86	
13474	2018-10-22 07:13:21.265092+00	2018-10-24 15:29:32.503864+00	Q86.2	f	Dysmorphism due to warfarin	와파린으로 인한 이상형태증	Q86	
13475	2018-10-22 07:13:21.26763+00	2018-10-24 15:29:32.811937+00	Q86.8	f	Other congenital malformation syndromes due to kno	알려진 외인으로 인한 기타 선천기형증후군	Q86	
13476	2018-10-22 07:13:21.270194+00	2018-11-13 05:42:54.185033+00	Q87	t	Other specified congenital malformation syndromes	다발계통에 영향을 주는 기타 명시된 선천기형증후군	Q87	
13481	2018-10-22 07:13:21.282702+00	2018-11-14 05:39:50.61214+00	Q87.4	f	Marfan’s syndrome	마르팡증후군	Q87	
13492	2018-10-22 07:13:21.309182+00	2018-12-03 02:20:20.896535+00	Q89.3	f	Situs inversus	좌우바뀜증	Q89	
13470	2018-10-22 07:13:21.255168+00	2018-11-09 08:24:55.008428+00	Q85.9	f	Phakomatosis, unspecified	상세불명의 모반증	Q85	
13480	2018-10-22 07:13:21.280155+00	2018-10-24 15:29:34.347084+00	Q87.3	f	Congenital malformation syndromes involving early 	조기과잉성장을 포함한 선천기형증후군	Q87	
13478	2018-10-22 07:13:21.275076+00	2018-11-19 04:58:07.263888+00	Q87.1	f	Congenital malformation syndromes predominantly as	주로 단신과 관련된 선천기형증후군	Q87	
13482	2018-10-22 07:13:21.28507+00	2018-10-24 15:29:34.948163+00	Q87.5	f	Other congenital malformation syndromes with other	기타 골격변화를 동반한 기타 선천기형증후군	Q87	
13484	2018-10-22 07:13:21.289645+00	2018-10-24 15:29:35.577616+00	Q89	t	Other congenital malformations, NEC	달리 분류되지 않은 기타 선천기형	Q89	
13485	2018-10-22 07:13:21.29201+00	2018-10-24 15:29:35.859189+00	Q89.0	f	Congenital malformations of spleen	비장의 선천기형	Q89	
13486	2018-10-22 07:13:21.294664+00	2018-10-24 15:29:36.192869+00	Q89.00	f	Congenital asplenia	선천성 무비증	Q89	
13487	2018-10-22 07:13:21.297039+00	2018-10-24 15:29:36.497795+00	Q89.08	f	Other specified congenital malformations of spleen	비장의 기타 명시된 선천기형	Q89	
13488	2018-10-22 07:13:21.299359+00	2018-10-24 15:29:36.805034+00	Q89.1	f	Congenital malformations of adrenal gland	부신의 선천기형	Q89	
13489	2018-10-22 07:13:21.301795+00	2018-10-24 15:29:37.112862+00	Q89.2	f	Congenital malformations of other endocrine glands	기타 내분비선의 선천기형	Q89	
13490	2018-10-22 07:13:21.304342+00	2018-10-24 15:29:37.420087+00	Q89.20	f	Thyroglossal cyst	갑상설낭	Q89	
13491	2018-10-22 07:13:21.306645+00	2018-10-24 15:29:37.726391+00	Q89.28	f	Congenital malformations of other endocrine glands	기타 내분비선의 선천기형	Q89	
13442	2018-10-22 07:13:21.182525+00	2018-12-03 05:09:37.124565+00	Q82.1	f	Xeroderma pigmentosum	색소피부건조증	Q82	
13493	2018-10-22 07:13:21.311645+00	2018-10-24 15:29:38.340961+00	Q89.4	f	Conjoined twins	유합쌍둥이	Q89	
13443	2018-10-22 07:13:21.184841+00	2018-11-06 06:27:59.464852+00	Q82.2	f	Mastocytosis	비만세포증	Q82	
13497	2018-10-22 07:13:21.321625+00	2018-10-22 07:13:21.321643+00	Q90-Q99	t	Chromosomal abnormalities, NEC	달리 분류되지 않은 염색체이상	Q90-Q99	
13495	2018-10-22 07:13:21.316646+00	2018-10-24 15:29:38.945798+00	Q89.8	f	Other specified congenital malformations	기타 명시된 선천기형	Q89	
13496	2018-10-22 07:13:21.319004+00	2018-10-24 15:29:39.222654+00	Q89.9	f	Congenital malformation, unspecified	상세불명의 선천기형	Q89	
13508	2018-10-22 07:13:21.35122+00	2018-11-09 08:05:10.631742+00	Q91.4	f	Trisomy 13, meiotic nondisjunction	13삼염색체증, 감수분열비분리	Q91	
13499	2018-10-22 07:13:21.326729+00	2018-10-24 15:29:39.876717+00	Q90.0	f	Trisomy 21, meiotic nondisjunction	21삼염색체증, 감수분열비분리	Q90	
13500	2018-10-22 07:13:21.329195+00	2018-10-24 15:29:40.183472+00	Q90.1	f	Trisomy 21, mosaicism (mitotic nondisjunction)	21삼염색체증, 섞임증형(유사분열비분리)	Q90	
13501	2018-10-22 07:13:21.332018+00	2018-10-24 15:29:40.491978+00	Q90.2	f	Trisomy 21, translocation	21삼염색체증, 전위	Q90	
13502	2018-10-22 07:13:21.334446+00	2018-10-24 15:29:40.799103+00	Q90.9	f	Down’s syndrome, unspecified	상세불명의 다운증후군	Q90	
13511	2018-10-22 07:13:21.358587+00	2018-11-09 08:06:09.11473+00	Q91.7	f	Patau’s syndrome, unspecified	상세불명의 파타우증후군	Q91	
13506	2018-10-22 07:13:21.34606+00	2018-11-09 08:06:54.588171+00	Q91.2	f	Trisomy 18, translocation	18삼염색체증, 전위	Q91	
13529	2018-10-22 07:13:21.402213+00	2018-11-16 06:14:19.14045+00	Q93.5	f	Other deletions of part of a chromosome	염색체 부분의 기타 결손	Q93	
13504	2018-10-22 07:13:21.34048+00	2018-11-09 08:06:41.934321+00	Q91.0	f	Trisomy 18, meiotic nondisjunction	18삼염색체증, 감수분열비분리	Q91	
13509	2018-10-22 07:13:21.353674+00	2018-11-09 08:05:21.297094+00	Q91.5	f	Trisomy 13, mosaicism (mitotic nondisjunction)	13삼염색체증, 섞임증형(유사분열비분리)	Q91	
13510	2018-10-22 07:13:21.356197+00	2018-11-09 08:05:31.617646+00	Q91.6	f	Trisomy 13, translocation	13삼염색체증, 전위	Q91	
13503	2018-10-22 07:13:21.337146+00	2018-11-09 08:05:59.500574+00	Q91	t	Edwards’ syndrome and Patau’s syndrome	에드워즈증후군 및 파타우증후군	Q91	
13507	2018-10-22 07:13:21.348678+00	2018-11-09 08:06:24.376001+00	Q91.3	f	Edwards’ syndrome, unspecified	상세불명의 에드워즈증후군	Q91	
13512	2018-10-22 07:13:21.361017+00	2018-10-24 15:29:43.871677+00	Q92	t	Other trisomies and partial trisomies of the autos	달리 분류되지 않은 보통염색체의 기타 삼염색체증 및 부분삼염색체증	Q92	
13513	2018-10-22 07:13:21.363384+00	2018-10-24 15:29:44.17765+00	Q92.0	f	Whole chromosome trisomy, meiotic nondisjunction	모든 염색체의 삼염색체증, 감수분열비분리	Q92	
13514	2018-10-22 07:13:21.365683+00	2018-10-24 15:29:44.485462+00	Q92.1	f	Whole chromosome trisomy, mosaicism (mitotic nondi	모든 염색체의 삼염색체증, 섞임증(유사분열비분리)	Q92	
13515	2018-10-22 07:13:21.36802+00	2018-10-24 15:29:44.792916+00	Q92.2	f	Major partial trisomy	대규모 부분삼염색체증	Q92	
13516	2018-10-22 07:13:21.370375+00	2018-11-14 10:03:55.159193+00	Q92.3	f	Minor partial trisomy	소규모 부분삼염색체증	Q92	
13517	2018-10-22 07:13:21.372932+00	2018-10-24 15:29:45.40651+00	Q92.4	f	Duplications seen only at prometaphase	전중기에만 보이는 중복	Q92	
13518	2018-10-22 07:13:21.375311+00	2018-10-24 15:29:45.687542+00	Q92.5	f	Duplications with other complex rearrangements	기타 복합성 재배열을 동반한 중복	Q92	
13519	2018-10-22 07:13:21.377714+00	2018-10-24 15:29:46.021646+00	Q92.6	f	Extra marker chromosomes	과잉표지자염색체	Q92	
13520	2018-10-22 07:13:21.380197+00	2018-10-24 15:29:46.328945+00	Q92.7	f	Triploidy and polyploidy	삼배수 및 다배수	Q92	
13521	2018-10-22 07:13:21.382577+00	2018-10-24 15:29:46.61034+00	Q92.8	f	Other specified trisomies and partial trisomies of	보통염색체의 기타 명시된 삼염색체증 및 부분삼염색체증	Q92	
